"RelativePath","FullPath","Name","Extension","Directory","SizeBytes","SizeKB","LastWrite"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M061\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M061\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M061","241","0.24","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M061\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M061\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M061","107","0.1","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M062\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M062\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M062","109","0.11","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M062\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M062\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M062","118","0.12","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M062\model.sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M062\model.sql","model.sql",".sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M062","89","0.09","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M062\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M062\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M062","181","0.18","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M062\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M062\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M062","241","0.24","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M062\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M062\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M062","107","0.1","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M063\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M063\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M063","113","0.11","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M063\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M063\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M063","122","0.12","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M063\model.sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M063\model.sql","model.sql",".sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M063","93","0.09","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M063\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M063\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M063","185","0.18","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M063\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M063\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M063","245","0.24","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M063\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M063\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M063","111","0.11","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M064\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M064\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M064","119","0.12","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M064\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M064\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M064","128","0.12","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M064\model.sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M064\model.sql","model.sql",".sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M064","99","0.1","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M064\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M064\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M064","191","0.19","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M064\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M064\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M064","251","0.25","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M064\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M064\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M064","117","0.11","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M065\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M065\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M065","109","0.11","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M065\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M065\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M065","118","0.12","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M065\model.sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M065\model.sql","model.sql",".sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M065","89","0.09","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M065\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M065\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M065","181","0.18","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M065\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M065\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M065","241","0.24","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M065\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M065\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M065","107","0.1","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M066\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M066\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M066","114","0.11","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M066\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M066\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M066","123","0.12","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M066\model.sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M066\model.sql","model.sql",".sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M066","94","0.09","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M066\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M066\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M066","185","0.18","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M066\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M066\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M066","246","0.24","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M066\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M066\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M066","112","0.11","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M067\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M067\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M067","113","0.11","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M067\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M067\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M067","122","0.12","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M067\model.sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M067\model.sql","model.sql",".sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M067","93","0.09","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M067\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M067\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M067","184","0.18","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M067\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M067\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M067","245","0.24","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M067\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M067\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M067","111","0.11","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M068\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M068\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M068","111","0.11","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M068\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M068\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M068","120","0.12","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M068\model.sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M068\model.sql","model.sql",".sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M068","91","0.09","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M068\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M068\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M068","183","0.18","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M068\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M068\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M068","243","0.24","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M068\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M068\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M068","109","0.11","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M069\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M069\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M069","2634","2.57","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M069\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M069\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M069","150","0.15","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M069\model.sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M069\model.sql","model.sql",".sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M069","142","0.14","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M069\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M069\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M069","620","0.61","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M069\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M069\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M069","682","0.67","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M069\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M069\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M069","2460","2.4","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M070\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M070\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M070","111","0.11","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M070\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M070\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M070","120","0.12","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M070\model.sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M070\model.sql","model.sql",".sql","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M070","91","0.09","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M070\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M070\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M070","183","0.18","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M070\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M070\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M070","243","0.24","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M070\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M070\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M070","109","0.11","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M071\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M071\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M071","3627","3.54","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M071\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M071\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M071","145","0.14","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M071\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M071\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M071","480","0.47","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M071\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M071\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M071","982","0.96","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M071\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M071\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M071","11004","10.75","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M072\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M072\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M072","2782","2.72","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M072\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M072\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M072","145","0.14","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M072\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M072\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M072","463","0.45","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M072\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M072\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M072","757","0.74","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M072\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M072\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M072","8160","7.97","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M073\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M073\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M073","2688","2.62","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M073\index.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M073\index.js","index.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M073","145","0.14","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M073\README.md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M073\README.md","README.md",".md","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M073","386","0.38","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M073\routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M073\routes.js","routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M073","731","0.71","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M073\service.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M073\service.js","service.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M073","7669","7.49","30-08-2026 01:28:09"
".claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M074\controller.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M074\controller.js","controller.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\.claude\worktrees\musing-bartik-79ce5a\backend\src\modules\M074","2742","2.68","30-08-2026 01:28:09"
