"File","Type","Severity","Evidence","Lines","SizeBytes"
".claude\worktrees\enterprise-audit\backend\src\services\unifiedConfigService.js","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","8","163"
".claude\worktrees\enterprise-audit\backend\src\test\middleware\inputValidation.test.js","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","155","4903"
".claude\worktrees\enterprise-audit\backend\src\tests\analyticsService.test.js","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","22","751"
".claude\worktrees\enterprise-audit\backend\src\tests\blockchainTraceabilityService.test.js","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","238","8370"
".claude\worktrees\enterprise-audit\backend\src\tests\consumerHealthService.test.js","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","263","8543"
".claude\worktrees\enterprise-audit\backend\src\tests\decisionEngine.test.js","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","268","10416"
".claude\worktrees\enterprise-audit\backend\src\tests\enterpriseControl.test.js","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","214","9182"
".claude\worktrees\enterprise-audit\backend\src\tests\iotIntegrationService.test.js","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","228","7279"
".claude\worktrees\enterprise-audit\backend\src\tests\libraryKnowledgeService.test.js","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","112","4622"
".claude\worktrees\enterprise-audit\backend\src\tests\organicTraceabilityService.test.js","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","253","8696"
".claude\worktrees\enterprise-audit\backend\src\tests\setup.js","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","88","3259"
".claude\worktrees\enterprise-audit\backend\src\tests\statistics.test.js","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","145","4958"
".claude\worktrees\enterprise-audit\backend\src\utils\logger.js","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","139","3114"
".claude\worktrees\enterprise-audit\backend\tmp_test_marketplace.js","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","14","1304"
".claude\worktrees\enterprise-audit\frontend\android\app\src\main\java\com\ethnoverde\afrera\MainActivity.java","EMPTY_BLOCK;THIN_IMPLEMENTATION","MEDIUM","EMPTY_BLOCK | THIN_IMPLEMENTATION","6","130"
".claude\worktrees\enterprise-audit\frontend\jest.setup.js","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","40","895"
".claude\worktrees\enterprise-audit\frontend\public\sw.js","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","188","6236"
".claude\worktrees\enterprise-audit\frontend\src\App.jsx","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","246","9371"
".claude\worktrees\enterprise-audit\frontend\src\components\Enterprise\index.js","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","10","433"
".claude\worktrees\enterprise-audit\frontend\src\components\Multilingual\LanguageSelector.jsx","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","140","5670"
".claude\worktrees\enterprise-audit\frontend\src\components\ui\AIInsightsPanel.jsx","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","221","8189"
".claude\worktrees\enterprise-audit\frontend\src\components\ui\Toast.jsx","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","254","7428"
".claude\worktrees\enterprise-audit\frontend\src\components\VoiceAI\VoiceAssistant.jsx","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","248","8937"
".claude\worktrees\enterprise-audit\frontend\src\hooks\useGeolocation.js","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","113","4233"
".claude\worktrees\enterprise-audit\frontend\src\modules\M001\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M001\M001Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","150"
".claude\worktrees\enterprise-audit\frontend\src\modules\M002\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M002\M002Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","159"
".claude\worktrees\enterprise-audit\frontend\src\modules\M003\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M003\M003Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","154"
".claude\worktrees\enterprise-audit\frontend\src\modules\M003\M003Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","263"
".claude\worktrees\enterprise-audit\frontend\src\modules\M004\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M004\M004Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","160"
".claude\worktrees\enterprise-audit\frontend\src\modules\M004\M004Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","269"
".claude\worktrees\enterprise-audit\frontend\src\modules\M005\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M005\M005Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","159"
".claude\worktrees\enterprise-audit\frontend\src\modules\M005\M005Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","268"
".claude\worktrees\enterprise-audit\frontend\src\modules\M006\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M006\M006Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","158"
".claude\worktrees\enterprise-audit\frontend\src\modules\M006\M006Page.jsx","EMPTY_BLOCK","MEDIUM","EMPTY_BLOCK","68","2558"
".claude\worktrees\enterprise-audit\frontend\src\modules\M007\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M007\M007Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","160"
".claude\worktrees\enterprise-audit\frontend\src\modules\M007\M007Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","270"
".claude\worktrees\enterprise-audit\frontend\src\modules\M008\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M008\M008Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","160"
".claude\worktrees\enterprise-audit\frontend\src\modules\M009\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M009\M009Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","157"
".claude\worktrees\enterprise-audit\frontend\src\modules\M009\M009Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","267"
".claude\worktrees\enterprise-audit\frontend\src\modules\M010\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M010\M010Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","157"
".claude\worktrees\enterprise-audit\frontend\src\modules\M010\M010Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","267"
".claude\worktrees\enterprise-audit\frontend\src\modules\M011\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M011\M011Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","152"
".claude\worktrees\enterprise-audit\frontend\src\modules\M012\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M012\M012Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M012\M012Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M013\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M013\M013Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M013\M013Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M014\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M014\M014Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","152"
".claude\worktrees\enterprise-audit\frontend\src\modules\M014\M014Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","251"
".claude\worktrees\enterprise-audit\frontend\src\modules\M015\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M015\M015Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M015\M015Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M016\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M016\M016Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","151"
".claude\worktrees\enterprise-audit\frontend\src\modules\M016\M016Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","249"
".claude\worktrees\enterprise-audit\frontend\src\modules\M017\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M017\M017Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M017\M017Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M018\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M018\M018Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","153"
".claude\worktrees\enterprise-audit\frontend\src\modules\M018\M018Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","252"
".claude\worktrees\enterprise-audit\frontend\src\modules\M019\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M019\M019Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","155"
".claude\worktrees\enterprise-audit\frontend\src\modules\M019\M019Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","253"
".claude\worktrees\enterprise-audit\frontend\src\modules\M020\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M020\M020Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","155"
".claude\worktrees\enterprise-audit\frontend\src\modules\M020\M020Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","254"
".claude\worktrees\enterprise-audit\frontend\src\modules\M021\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M021\M021Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M022\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M022\M022Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M022\M022Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M023\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M023\M023Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M023\M023Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M024\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M024\M024Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M024\M024Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M025\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M025\M025Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M025\M025Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M026\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M026\M026Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M026\M026Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M027\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M027\M027Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M028\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M028\M028Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M028\M028Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M029\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M029\M029Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M029\M029Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M030\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M030\M030Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M030\M030Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M031\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M031\M031Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M031\M031Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M032\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M032\M032Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M032\M032Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M033\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M033\M033Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M033\M033Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M034\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M034\M034Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","151"
".claude\worktrees\enterprise-audit\frontend\src\modules\M035\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M035\M035Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","153"
".claude\worktrees\enterprise-audit\frontend\src\modules\M035\M035Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","247"
".claude\worktrees\enterprise-audit\frontend\src\modules\M036\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M036\M036Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M036\M036Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M037\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M037\M037Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","159"
".claude\worktrees\enterprise-audit\frontend\src\modules\M037\M037Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","253"
".claude\worktrees\enterprise-audit\frontend\src\modules\M038\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M038\M038Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","160"
".claude\worktrees\enterprise-audit\frontend\src\modules\M038\M038Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","255"
".claude\worktrees\enterprise-audit\frontend\src\modules\M039\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M039\M039Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","154"
".claude\worktrees\enterprise-audit\frontend\src\modules\M039\M039Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","249"
".claude\worktrees\enterprise-audit\frontend\src\modules\M040\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M040\M040Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M040\M040Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M041\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","78"
".claude\worktrees\enterprise-audit\frontend\src\modules\M041\M041Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","5","153"
".claude\worktrees\enterprise-audit\frontend\src\modules\M041\M041Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","11","253"
".claude\worktrees\enterprise-audit\frontend\src\modules\M042\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M042\M042Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M042\M042Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M043\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M043\M043Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M043\M043Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
".claude\worktrees\enterprise-audit\frontend\src\modules\M044\index.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","54"
".claude\worktrees\enterprise-audit\frontend\src\modules\M044\M044Component.jsx","VERY_SMALL_FILE;THIN_IMPLEMENTATION","MEDIUM","VERY_SMALL_FILE | THIN_IMPLEMENTATION","2","108"
".claude\worktrees\enterprise-audit\frontend\src\modules\M044\M044Page.jsx","THIN_IMPLEMENTATION","MEDIUM","THIN_IMPLEMENTATION","14","612"
