"File","Integration","EvidenceType"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\libraryKnowledgeService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\logisticsEnhancementService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\logisticsService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\moduleCatalogService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\multilingualService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\mushroomService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\nutrientValueSalesService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\nutritionIntelligenceService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\offlinePaymentService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\offlineSyncService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\omnichannelAIService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\orderService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\organicTraceabilityService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\pigService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\platformTelemetryService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\poultryService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\predictiveAnalyticsService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\productMediaAIService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\productReviewService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\productService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\realtimeMonitoringService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\recipeIntelligenceService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\roleManagementService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\sericultureService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\sheepService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\shelfLifeService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\smsAuthService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\soilTestingService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\v42IntelligenceService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\valueCommerceService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\vermicompostService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\voiceAIService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\services\legacy\wearableIntegrationService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\test\services\backupService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\arVrService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\blockchainTraceabilityService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\consumerHealthService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\conversationalAIService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\enterpriseControl.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\farmerPortal.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\foodIntelligenceService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\giIntelligenceService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\insurance.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\iotIntegrationService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\knowledgeGraphService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\laboratoryERPService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\marketplace.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\multilingualService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\nutritionIntelligenceService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\organicTraceabilityService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\predictiveAnalyticsService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\setup.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\setup.ts","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\statistics.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\valueCommerceService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\backend\src\tests\voiceAIService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\CLAUDE.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\config\development.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\config\production.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\database\docker\init\001_subh_foundation.sql","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\database\docs\architecture\APPLICATION_DATABASE_BINDING.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\database\migrations\canonical\0001_subh_platform_foundation.sql","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\database\registry\DATABASE_ARCHITECTURE_REGISTRY.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\DATABASE_SETUP_GUIDE.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\docker-compose.database.yml","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\docker-compose.yml","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\docs\EBDESIGN_ALIGNMENT.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\docs\enhancement_mapping_economic_layer.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\docs\ENTERPRISE_CONTROL_LAYER.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\docs\MIGRATION_CHAIN_VERIFIED.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\docs\OPEN_ITEMS.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\docs\registry\15_SYSTEM_WIREFRAME.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\docs\registry\18_MODULE_COMPLETENESS.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\docs\registry\ROUTE_RECONCILIATION.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\docs\wireframes\economic_layer_wireframes.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\DOCUMENTATION\Solution_Architecture.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\DOCUMENTATION\Volume_1_Platform_Architecture.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\DOCUMENTATION\Volume_11_AI_Engineering_Digital_Twin_Platform.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\DOCUMENTATION\Volume_11A_Engineering_Microservices_Architecture.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\DOCUMENTATION\Volume_11D_Phase1_Implementation_Plan.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\DOCUMENTATION\Volume_11E_Integration_with_Existing_Modules.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\DOCUMENTATION\Volume_12B_Integration_Shared_Infrastructure_Engineering_OS.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\DOCUMENTATION\Volume_13A_Integration_Rural_Life_OS_Existing_Modules.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\DOCUMENTATION\Volume_14C_Integration_RPIP_RLX_RMN_Rural_Life_OS.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\DOCUMENTATION\Volume_15A_Integration_AREX_Rural_Life_OS.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\DOCUMENTATION\Volume_3_Infrastructure_Mapping.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\DOCUMENTATION\Volume_4_Database_Architecture.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\ENVIRONMENT_SETUP_GUIDE.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\FORENSIC_DISCOVERY_REPORT.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\frontend\src\modules\M029\README.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M001_PLATFORM_CORE\backend\service.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M001_PLATFORM_CORE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M002_USER_MANAGEMENT\backend\service.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M002_USER_MANAGEMENT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M003_ORGANIZATION\backend\service.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M003_ORGANIZATION\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M004_ROLE_MANAGEMENT\backend\service.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M004_ROLE_MANAGEMENT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M005_PERMISSION_MANAGEMENT\backend\service.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M005_PERMISSION_MANAGEMENT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M100100_LOGISTICSENHANCEMENT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M10100_PRODUCTREVIEW\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M102_DAIRY_MANAGEMENT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M103_FISHERIES_MANAGEMENT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M105_WEATHER_INTELLIGENCE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M108_FERTILIZER_MANAGEMENT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M108100_BULKORDER\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M109_SEED_MANAGEMENT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M117100_REVENUE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M120100_VERMICOMPOST\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M129100_GREENHOUSE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M132100_FREIGHTPOOLING\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M149100_MUSHROOM\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M150100_COMPLETEAIINTEGRATION\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M152100_PLATFORMCONFIGURATION\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M167100_FOODINTELLIGENCE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M18100_INSURANCECLAIMS\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M18100_POULTRY\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M186100_IOTSENSOR\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M186100_REGIONALVARIETY\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M188100_DYNAMICPRICING\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M190100_GIINTELLIGENCE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M192100_LANDRECORDS\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M200_ORGANIZATION_MANAGEMENT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M201100_SERICULTURE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M205_COMPLIANCE_MANAGEMENT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M205100_RFQ\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M206_AUDIT_MANAGEMENT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M208_GOVERNANCE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M209100_ROLEMANAGEMENT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M220100_ECOMMERCEMARKETING\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M235100_FOODSAFETY\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M244100_ORGANICTRACEABILITY\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M25100_OFFLINESYNC\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M251100_ECOMMERCEERP\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M254100_DIGITALTWIN\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M265100_ENTERPRISEMEMORY\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M282100_LABORATORYERP\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M285100_NUTRIENTVALUESALES\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M290100_MACHINERYACCESS\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M292100_INSURANCEPREMIUM\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M300_ERP_CORE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M301_FINANCIAL_MANAGEMENT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M30100_CROPPLANNING\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M306_HUMAN_RESOURCES\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M308_ASSET_MANAGEMENT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M309_COST_MANAGEMENT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M3100_OFFLINEPAYMENT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M317100_AISELFHEALING\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M331100_FARMERTRAINING\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M333100_RURALFINANCE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M345100_SELLERRANKING\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M353100_CUSTODYEVENT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M356100_BACKUP\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M356100_ECOMMERCEBUSINESSSALES\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M359100_INSURANCE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M37100_HOUSEHOLDECONOMY\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M374100_MARKETDATA\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M377100_PRODUCT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M379100_COLDSTORAGE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M386100_NUTRITIONINTELLIGENCE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M386100_SUBSIDY\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M388100_BLOCKCHAINTRACEABILITY\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M39100_RENEWABLEENERGY\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M400_AI_BACKBONE\backend\service.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M400_AI_BACKBONE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M400_AI_CORE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M401_AI_GATEWAY\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M402_AI_ORCHESTRATION\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M403_AGRICULTURAL_AI\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M405_PREDICTIVE_ANALYTICS\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M406100_ECOMMERCEINTEGRATION\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M407_CONVERSATIONAL_AI\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M407100_RECOVEREDFINANCE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M409100_ADVANCEDAI\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M412100_COMMERCERULES\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M414100_RETURNLOADBOARD\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M415100_SMSAUTH\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M419100_ORDER\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M43100_APICULTURE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M444100_CROPVALUERESEARCH\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M445100_VILLAGEPROFILE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M451100_SHELFLIFE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M454100_ADVANCEDFEATURES\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M455100_AICOPILOT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M456100_FORM\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M469100_DEFENSEFITNESSPREP\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M472100_AIADVISORY\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M474100_VALUECOMMERCE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M477100_SOILTESTING\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M477100_VOICEAI\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M48100_BUYINGCLUB\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M49100_WEARABLEINTEGRATION\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M499100_SHEEP\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M501100_IDENTITYMANAGEMENT\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M510100_OCR\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M51100_MARKETACCESS\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M513100_COMPREHENSIVEERP\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M522100_PLATFORMTELEMETRY\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M528100_CIVILDISRUPTION\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M530100_PROCUREMENTSUBSCRIPTION\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M538100_RESOURCECRUDFACTORY\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M543100_RISKPRICING\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M559100_KNOWLEDGEGRAPH\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M560100_GEOFENCING\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M569100_COOPERATIVESHARE\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M570100_COMPANY\module.json","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M573100_COMPLETEERPINTEGRATION\module.json","PostgreSQL","TEXT_REFERENCE"
