"Path","Name","Type","Extension","SizeBytes"
".claude\worktrees\intelligent-sutherland-9f1488\infra\k8s\mlflow-service.yaml","mlflow-service.yaml","service",".yaml","208"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M001_PLATFORM_CORE\backend\service.js","service.js","service",".js","20101"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M002_USER_MANAGEMENT\backend\service.js","service.js","service",".js","11807"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M003_ORGANIZATION\backend\service.js","service.js","service",".js","9938"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M004_ROLE_MANAGEMENT\backend\service.js","service.js","service",".js","10727"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M005_PERMISSION_MANAGEMENT\backend\service.js","service.js","service",".js","9555"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M100_CROP_MANAGEMENT\backend\service.js","service.js","service",".js","494"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M100100_LOGISTICSENHANCEMENT\backend\service.js","service.js","service",".js","520"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M101_LIVESTOCK_MANAGEMENT\backend\service.js","service.js","service",".js","514"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M10100_PRODUCTREVIEW\backend\service.js","service.js","service",".js","491"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M102_DAIRY_MANAGEMENT\backend\service.js","service.js","service",".js","467"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M103_FISHERIES_MANAGEMENT\backend\service.js","service.js","service",".js","483"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M104_SOIL_MANAGEMENT\backend\service.js","service.js","service",".js","494"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M105_WEATHER_INTELLIGENCE\backend\service.js","service.js","service",".js","477"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M108_FERTILIZER_MANAGEMENT\backend\service.js","service.js","service",".js","515"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M108100_BULKORDER\backend\service.js","service.js","service",".js","476"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M109_SEED_MANAGEMENT\backend\service.js","service.js","service",".js","479"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M117100_REVENUE\backend\service.js","service.js","service",".js","467"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M120100_VERMICOMPOST\backend\service.js","service.js","service",".js","487"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M129100_GREENHOUSE\backend\service.js","service.js","service",".js","479"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M132100_FREIGHTPOOLING\backend\service.js","service.js","service",".js","496"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M144100_MODULECATALOG\backend\service.js","service.js","service",".js","492"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M149100_MUSHROOM\backend\service.js","service.js","service",".js","471"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M150100_COMPLETEAIINTEGRATION\backend\service.js","service.js","service",".js","526"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M152100_PLATFORMCONFIGURATION\backend\service.js","service.js","service",".js","524"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M167100_FOODINTELLIGENCE\backend\service.js","service.js","service",".js","504"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M18100_INSURANCECLAIMS\backend\service.js","service.js","service",".js","499"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M18100_POULTRY\backend\service.js","service.js","service",".js","466"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M181100_CUSTODYEVENTROUTES\backend\service.js","service.js","service",".js","499"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M186100_IOTSENSOR\backend\service.js","service.js","service",".js","476"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M186100_REGIONALVARIETY\backend\service.js","service.js","service",".js","500"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M188100_DYNAMICPRICING\backend\service.js","service.js","service",".js","496"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M190100_GIINTELLIGENCE\backend\service.js","service.js","service",".js","496"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M192100_LANDRECORDS\backend\service.js","service.js","service",".js","484"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M200_ORGANIZATION_MANAGEMENT\backend\service.js","service.js","service",".js","526"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M201100_SERICULTURE\backend\service.js","service.js","service",".js","483"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M205_COMPLIANCE_MANAGEMENT\backend\service.js","service.js","service",".js","487"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M205100_RFQ\backend\service.js","service.js","service",".js","451"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M206_AUDIT_MANAGEMENT\backend\service.js","service.js","service",".js","467"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M208_GOVERNANCE\backend\service.js","service.js","service",".js","476"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M209100_ROLEMANAGEMENT\backend\service.js","service.js","service",".js","496"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M220100_ECOMMERCEMARKETING\backend\service.js","service.js","service",".js","512"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M235100_FOODSAFETY\backend\service.js","service.js","service",".js","480"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M244100_ORGANICTRACEABILITY\backend\service.js","service.js","service",".js","516"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M25100_OFFLINESYNC\backend\service.js","service.js","service",".js","483"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M251100_ECOMMERCEERP\backend\service.js","service.js","service",".js","490"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M254100_DIGITALTWIN\backend\service.js","service.js","service",".js","484"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M263100_CLIMATEMONITORING\backend\service.js","service.js","service",".js","508"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M265100_ENTERPRISEMEMORY\backend\service.js","service.js","service",".js","504"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M282100_LABORATORYERP\backend\service.js","service.js","service",".js","494"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M285100_NUTRIENTVALUESALES\backend\service.js","service.js","service",".js","513"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M290100_MACHINERYACCESS\backend\service.js","service.js","service",".js","500"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M292100_INSURANCEPREMIUM\backend\service.js","service.js","service",".js","504"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M300_ERP_CORE\backend\service.js","service.js","service",".js","453"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M301_FINANCIAL_MANAGEMENT\backend\service.js","service.js","service",".js","483"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M30100_CROPPLANNING\backend\service.js","service.js","service",".js","487"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M306_HUMAN_RESOURCES\backend\service.js","service.js","service",".js","457"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M308_ASSET_MANAGEMENT\backend\service.js","service.js","service",".js","498"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M309_COST_MANAGEMENT\backend\service.js","service.js","service",".js","463"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M3100_OFFLINEPAYMENT\backend\service.js","service.js","service",".js","494"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M317100_AISELFHEALING\backend\service.js","service.js","service",".js","493"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M331100_FARMERTRAINING\backend\service.js","service.js","service",".js","496"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M333100_RURALFINANCE\backend\service.js","service.js","service",".js","488"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M345100_SELLERRANKING\backend\service.js","service.js","service",".js","492"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M353100_CUSTODYEVENT\backend\service.js","service.js","service",".js","488"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M356100_BACKUP\backend\service.js","service.js","service",".js","463"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M356100_ECOMMERCEBUSINESSSALES\backend\service.js","service.js","service",".js","529"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M359100_INSURANCE\backend\service.js","service.js","service",".js","475"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M37100_HOUSEHOLDECONOMY\backend\service.js","service.js","service",".js","503"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M374100_MARKETDATA\backend\service.js","service.js","service",".js","480"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M377100_PRODUCT\backend\service.js","service.js","service",".js","467"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M379100_COLDSTORAGE\backend\service.js","service.js","service",".js","484"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M386100_NUTRITIONINTELLIGENCE\backend\service.js","service.js","service",".js","524"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M386100_SUBSIDY\backend\service.js","service.js","service",".js","467"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M388100_BLOCKCHAINTRACEABILITY\backend\service.js","service.js","service",".js","528"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M388100_SAPMODULEARCHITECTURE\backend\service.js","service.js","service",".js","525"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M39100_RENEWABLEENERGY\backend\service.js","service.js","service",".js","499"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M400_AI_BACKBONE\backend\service.js","service.js","service",".js","20005"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M400_AI_CORE\backend\service.js","service.js","service",".js","449"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M401_AI_GATEWAY\backend\service.js","service.js","service;gateway",".js","474"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M401_AI_GATEWAY\cables.json","cables.json","gateway",".json","639"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M401_AI_GATEWAY\frontend\index.jsx","index.jsx","gateway",".jsx","1288"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M401_AI_GATEWAY\frontend\pages\AIDashboard.jsx","AIDashboard.jsx","gateway",".jsx","30393"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M401_AI_GATEWAY\module.json","module.json","gateway",".json","1832"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M402_AI_ORCHESTRATION\backend\service.js","service.js","service",".js","498"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M403_AGRICULTURAL_AI\backend\service.js","service.js","service",".js","524"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M404_DECISION_SUPPORT\backend\service.js","service.js","service",".js","498"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M405_PREDICTIVE_ANALYTICS\backend\service.js","service.js","service",".js","514"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M406100_ECOMMERCEINTEGRATION\backend\service.js","service.js","service",".js","520"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M407_CONVERSATIONAL_AI\backend\service.js","service.js","service",".js","503"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M407100_RECOVEREDFINANCE\backend\service.js","service.js","service",".js","504"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M408_KNOWLEDGE_MANAGEMENT\backend\service.js","service.js","service",".js","483"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M409100_ADVANCEDAI\backend\service.js","service.js","service",".js","481"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M410_AI_INTELLIGENCE_FABRIC\backend\service.js","service.js","service",".js","2327"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M412100_COMMERCERULES\backend\service.js","service.js","service",".js","492"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M414100_RETURNLOADBOARD\backend\service.js","service.js","service",".js","501"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M415100_SMSAUTH\backend\service.js","service.js","service",".js","468"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M419100_ORDER\backend\service.js","service.js","service",".js","459"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M43100_APICULTURE\backend\service.js","service.js","service",".js","478"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M444100_CROPVALUERESEARCH\backend\service.js","service.js","service",".js","509"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M445100_VILLAGEPROFILE\backend\service.js","service.js","service",".js","496"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M451100_SHELFLIFE\backend\service.js","service.js","service",".js","476"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M454100_ADVANCEDFEATURES\backend\service.js","service.js","service",".js","504"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M455100_AICOPILOT\backend\service.js","service.js","service",".js","476"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M456100_FORM\backend\service.js","service.js","service",".js","455"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M469100_DEFENSEFITNESSPREP\backend\service.js","service.js","service",".js","513"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M472100_AIADVISORY\backend\service.js","service.js","service",".js","480"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M474100_VALUECOMMERCE\backend\service.js","service.js","service",".js","492"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M477100_SOILTESTING\backend\service.js","service.js","service",".js","484"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M477100_VOICEAI\backend\service.js","service.js","service",".js","469"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M48100_BUYINGCLUB\backend\service.js","service.js","service",".js","479"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M49100_WEARABLEINTEGRATION\backend\service.js","service.js","service",".js","515"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M499100_SHEEP\backend\service.js","service.js","service",".js","459"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M501100_IDENTITYMANAGEMENT\backend\service.js","service.js","service",".js","512"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M510100_OCR\backend\service.js","service.js","service",".js","451"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M51100_MARKETACCESS\backend\service.js","service.js","service",".js","487"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M513100_COMPREHENSIVEERP\backend\service.js","service.js","service",".js","506"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M522100_PLATFORMTELEMETRY\backend\service.js","service.js","service",".js","508"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M528100_CIVILDISRUPTION\backend\service.js","service.js","service",".js","500"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M530100_PROCUREMENTSUBSCRIPTION\backend\service.js","service.js","service",".js","532"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M538100_RESOURCECRUDFACTORY\backend\service.js","service.js","service",".js","503"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M543100_RISKPRICING\backend\service.js","service.js","service",".js","484"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M557100_NEPRODUCTINTELLIGENCE\backend\service.js","service.js","service",".js","525"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M559100_KNOWLEDGEGRAPH\backend\service.js","service.js","service",".js","496"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M560100_GEOFENCING\backend\service.js","service.js","service",".js","479"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M569100_COOPERATIVESHARE\backend\service.js","service.js","service",".js","504"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M570100_COMPANY\backend\service.js","service.js","service",".js","467"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M570100_PRESEASONORDER\backend\service.js","service.js","service",".js","497"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M573100_COMPLETEERPINTEGRATION\backend\service.js","service.js","service",".js","531"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M576100_ANALYTICSMONITORING\backend\service.js","service.js","service",".js","516"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M590100_BIODIVERSITY\backend\service.js","service.js","service",".js","487"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M602100_COMMUNITYMANAGEMENT\backend\service.js","service.js","service",".js","516"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M604100_INPUTSUPPLYMANAGEMENT\backend\service.js","service.js","service",".js","525"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M606100_REALTIMEMONITORING\backend\service.js","service.js","service",".js","512"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M61100_VISION\backend\service.js","service.js","service",".js","462"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M615100_LOGISTICS\backend\service.js","service.js","service",".js","475"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M618100_GLUTWARNING\backend\service.js","service.js","service",".js","484"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M62100_EQUIPMENTEXCHANGE\backend\service.js","service.js","service",".js","507"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M629100_MOBILITYRIDES\backend\service.js","service.js","service",".js","492"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M639100_OMNICHANNELAI\backend\service.js","service.js","service",".js","493"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M639100_WHATSAPP\backend\service.js","service.js","service",".js","471"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M640100_INSURANCEPOLICYISSUANCE\backend\service.js","service.js","service",".js","533"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M645100_LIBRARYKNOWLEDGE\api\routes.js","routes.js","api",".js","1772"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M645100_LIBRARYKNOWLEDGE\backend\service.js","service.js","service",".js","15963"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M651100_RESEARCHANDDEVELOPMENT\backend\service.js","service.js","service",".js","529"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M652100_ARVR\backend\service.js","service.js","service",".js","456"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M652100_GOVERNMENTSCHEME\backend\service.js","service.js","service",".js","504"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M652100_TENANTMANAGEMENT\backend\service.js","service.js","service",".js","504"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M657100_MULTILINGUAL\backend\service.js","service.js","service",".js","487"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M663100_SHAREDINFRA\backend\service.js","service.js","service",".js","484"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M664100_MARKETINTELLIGENCE\backend\service.js","service.js","service",".js","512"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M675100_AIAGENTICCOMPANION\backend\service.js","service.js","service",".js","513"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M68100_INDIGENOUSKNOWLEDGE\backend\service.js","service.js","service",".js","515"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M695100_GST\backend\service.js","service.js","service",".js","451"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M697100_ESCROW\backend\service.js","service.js","service",".js","463"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M697100_INSURANCEFRAUDDETECTION\backend\service.js","service.js","service",".js","533"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M699100_AIOPERATIONINTELLIGENCE\backend\service.js","service.js","service",".js","533"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M70100_MERCHANDISING\backend\service.js","service.js","service",".js","490"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M701100_PREVENTIVEMAINTENANCE\backend\service.js","service.js","service",".js","524"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M707100_CATALOGINTELLIGENCE\backend\service.js","service.js","service",".js","516"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M712100_ENGINEERINGPROJECT\backend\service.js","service.js","service",".js","512"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M713100_WIKIPEDIA\backend\service.js","service.js","service",".js","475"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M714100_PRODUCTMEDIAAI\backend\service.js","service.js","service",".js","498"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M722100_FARMER\backend\service.js","service.js","service",".js","463"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M723100_AIBRAIN\backend\service.js","service.js","service",".js","468"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M726100_FORESTRY\backend\service.js","service.js","service",".js","471"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M735100_FOLUBENCHMARK\backend\service.js","service.js","service",".js","492"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M74100_OPERATIONSMANAGEMENT\backend\service.js","service.js","service",".js","519"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M746100_ANALYTICS\backend\service.js","service.js","service",".js","475"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M752100_AIBACKBONE\backend\service.js","service.js","service",".js","480"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M759100_DEMAND\backend\service.js","service.js","service",".js","463"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M763100_ENTERPRISECONTROL\backend\service.js","service.js","service",".js","508"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M764100_V42INTELLIGENCE\backend\service.js","service.js","service",".js","500"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M767100_DPRGENERATION\backend\service.js","service.js","service",".js","492"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M77100_WATERMANAGEMENT\backend\service.js","service.js","service",".js","499"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M771100_COSTCONTROL\backend\service.js","service.js","service",".js","484"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M775100_FARMERFAMILY\backend\service.js","service.js","service",".js","488"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M781100_LANDMANAGEMENT\backend\service.js","service.js","service",".js","496"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M791100_RURALENTERPRISE\backend\service.js","service.js","service",".js","500"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M801100_INSTITUTIONALPROCUREMENT\backend\service.js","service.js","service",".js","536"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M805100_EXPERIENCELAYER\backend\service.js","service.js","service",".js","500"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M807100_ECOMMERCEAI\backend\service.js","service.js","service",".js","485"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M8100_RECIPEINTELLIGENCE\backend\service.js","service.js","service",".js","510"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M82100_GOAT\backend\service.js","service.js","service",".js","454"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M822100_MILLCIRCUIT\backend\service.js","service.js","service",".js","484"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M825100_DIGITALPRODUCTPASSPORT\backend\service.js","service.js","service",".js","529"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M826100_ECOMMERCE\backend\service.js","service.js","service",".js","475"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M840100_SYSTEMADMINISTRATION\backend\service.js","service.js","service",".js","520"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M844100_FARMERVALUE\backend\service.js","service.js","service",".js","484"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M852100_SHAREDINFRASTRUCTURE\backend\service.js","service.js","service",".js","520"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M854100_INFORMATIONSHARING\backend\service.js","service.js","service",".js","512"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M858100_PIG\backend\service.js","service.js","service",".js","451"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M865100_PROJECTSYSTEMS\backend\service.js","service.js","service",".js","496"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M868100_HORTICULTUREMANAGEMENT\backend\service.js","service.js","service",".js","528"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M87100_ANIMALHEALTH\backend\service.js","service.js","service",".js","487"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M880100_FISHERIESMANAGEMENT\backend\service.js","service.js","service",".js","516"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M897100_CONSUMERHEALTH\backend\service.js","service.js","service",".js","496"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M90100_IOTINTEGRATION\backend\service.js","service.js","service",".js","495"
".claude\worktrees\intelligent-sutherland-9f1488\modules\TEMPLATES\MODULE_TEMPLATE\backend\service.js","service.js","service",".js","11188"
".claude\worktrees\intelligent-sutherland-9f1488\scripts\find-orphan-services.js","find-orphan-services.js","services",".js","3205"
".claude\worktrees\intelligent-sutherland-9f1488\tools\check_api_alignment.js","check_api_alignment.js","api",".js","1323"
".claude\worktrees\jolly-feynman-9d174f\.claude\agents\api-tester.md","api-tester.md","api",".md","548"
".claude\worktrees\jolly-feynman-9d174f\.vibecheck\sync-queue.json","sync-queue.json","queue",".json","82"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-ai\src\services\aiService.py","aiService.py","services",".py","152"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-ai\src\services\dataProcessingService.py","dataProcessingService.py","services",".py","163"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-api\README.md","README.md","api",".md","2694"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-api\src\index.js","index.js","api",".js","504"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-desktop\src\utils\api.ts","api.ts","api",".ts","140"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-platform\src\api\index.js","index.js","api",".js","108"
".claude\worktrees\jolly-feynman-9d174f\AFRERA_FINANCIAL_SERVICES_PLATFORM_SPECIFICATION.md","AFRERA_FINANCIAL_SERVICES_PLATFORM_SPECIFICATION.md","services",".md","42662"
".claude\worktrees\jolly-feynman-9d174f\backend\generate_service_mapping.js","generate_service_mapping.js","service",".js","1489"
".claude\worktrees\jolly-feynman-9d174f\backend\scripts\api-wiring-verification.js","api-wiring-verification.js","api",".js","5945"
".claude\worktrees\jolly-feynman-9d174f\backend\scripts\route-service-audit.js","route-service-audit.js","service",".js","4897"
".claude\worktrees\jolly-feynman-9d174f\backend\scripts\service-init-verification.js","service-init-verification.js","service",".js","5438"
".claude\worktrees\jolly-feynman-9d174f\backend\service_route_mapping.json","service_route_mapping.json","service",".json","52387"
".claude\worktrees\jolly-feynman-9d174f\backend\src\controllers\aiBackboneController.js","aiBackboneController.js","controllers",".js","2940"
".claude\worktrees\jolly-feynman-9d174f\backend\src\controllers\bulkOrderController.js","bulkOrderController.js","controllers",".js","5523"
".claude\worktrees\jolly-feynman-9d174f\backend\src\controllers\completeAIIntegrationController.js","completeAIIntegrationController.js","controllers",".js","13424"
".claude\worktrees\jolly-feynman-9d174f\backend\src\controllers\completeERPIntegrationController.js","completeERPIntegrationController.js","controllers",".js","12719"
".claude\worktrees\jolly-feynman-9d174f\backend\src\controllers\comprehensiveERPController.js","comprehensiveERPController.js","controllers",".js","24245"
".claude\worktrees\jolly-feynman-9d174f\backend\src\controllers\ecommerceAIController.js","ecommerceAIController.js","controllers",".js","7051"
".claude\worktrees\jolly-feynman-9d174f\backend\src\controllers\ecommerceBusinessSalesController.js","ecommerceBusinessSalesController.js","controllers",".js","6299"
".claude\worktrees\jolly-feynman-9d174f\backend\src\controllers\ecommerceController.js","ecommerceController.js","controllers",".js","12683"
".claude\worktrees\jolly-feynman-9d174f\backend\src\controllers\ecommerceERPController.js","ecommerceERPController.js","controllers",".js","4980"
".claude\worktrees\jolly-feynman-9d174f\backend\src\controllers\ecommerceIntegrationController.js","ecommerceIntegrationController.js","controllers",".js","8304"
".claude\worktrees\jolly-feynman-9d174f\backend\src\controllers\ecommerceMarketingController.js","ecommerceMarketingController.js","controllers",".js","7698"
