"File","Severity","Classification","Evidence","Lines","SizeBytes"
".claude\worktrees\intelligent-sutherland-9f1488\modules\M90100_IOTINTEGRATION\backend\service.js","MEDIUM","REVIEW_REQUIRED","THIN_IMPLEMENTATION","14","495"
".claude\worktrees\intelligent-sutherland-9f1488\modules\TEMPLATES\MODULE_TEMPLATE\ai\context.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","202","4540"
".claude\worktrees\intelligent-sutherland-9f1488\tools\a11y-audit.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","184","7226"
".claude\worktrees\intelligent-sutherland-9f1488\tools\frontend-boundaries.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","303","15567"
".claude\worktrees\intelligent-sutherland-9f1488\tools\master-index.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","283","12382"
".claude\worktrees\intelligent-sutherland-9f1488\tools\module-audit.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","306","17941"
".claude\worktrees\intelligent-sutherland-9f1488\tools\validate-resolution-rules.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","179","7278"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-ai\src\main.py","MEDIUM","REVIEW_REQUIRED","THIN_IMPLEMENTATION","10","203"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-ai\src\services\aiService.py","MEDIUM","REVIEW_REQUIRED","THIN_IMPLEMENTATION","6","152"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-ai\src\services\dataProcessingService.py","MEDIUM","REVIEW_REQUIRED","THIN_IMPLEMENTATION","6","163"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-ai\src\utils\dataUtils.py","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE","2","50"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-ai\src\utils\modelUtils.py","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE","2","51"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-app\src\index.tsx","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK | VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","65"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-desktop\src\index.ts","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK | VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","69"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-platform\src\api\index.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK | VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","108"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-platform\src\auth\index.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK | VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","107"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-platform\src\index.js","MEDIUM","REVIEW_REQUIRED","THIN_IMPLEMENTATION","7","161"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-platform\src\logging\index.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK | VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","92"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-platform\src\models\index.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK | VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","94"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-platform\src\utils\index.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK | VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","89"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-platform\src\validation\index.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK | VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","113"
".claude\worktrees\jolly-feynman-9d174f\afrera\afrera-web\src\index.tsx","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK | VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","65"
".claude\worktrees\jolly-feynman-9d174f\backend\_removed_2026-08-04\models\Order.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","130","3027"
".claude\worktrees\jolly-feynman-9d174f\backend\_removed_2026-08-04\models\Product.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","162","3401"
".claude\worktrees\jolly-feynman-9d174f\backend\_removed_2026-08-04\models\User.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","102","2239"
".claude\worktrees\jolly-feynman-9d174f\backend\src\controllers\completeAIIntegrationController.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","455","13424"
".claude\worktrees\jolly-feynman-9d174f\backend\src\controllers\completeERPIntegrationController.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","428","12719"
".claude\worktrees\jolly-feynman-9d174f\backend\src\core\aiOrchestrator.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","751","37913"
".claude\worktrees\jolly-feynman-9d174f\backend\src\core\outcomeResolver.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","284","11856"
".claude\worktrees\jolly-feynman-9d174f\backend\src\core\withTransaction.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","97","4110"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\ar_vr_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","160","6481"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\backup\backup_manager.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","678","20409"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\blockchain_traceability_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","209","8736"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\consumer_health_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","242","9443"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\conversational_ai_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","229","9769"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\database_enhancements.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","537","15910"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\engineering_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","1211","45212"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\food_intelligence_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","280","10542"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\form_management_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","22","686"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\gi_intelligence_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","325","12680"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\iot_integration_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","195","7799"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\knowledge_graph_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","168","6839"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\000_base_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","1071","43715"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\013_farmer_health_welfare_module.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","138","7166"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\014_audit_system.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","149","5940"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\014_horticulture_module.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","225","10235"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\014_platform_foundation_modules.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","386","14592"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\015_advanced_features.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","238","9622"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\015_authorization_service.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","206","11023"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\017_ar_vr_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","188","8677"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\019_blockchain_traceability_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","225","10125"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\020_consumer_health_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","250","10258"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\021_conversational_ai_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","246","11162"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\023_engineering_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","1268","51053"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\024_food_intelligence_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","290","11338"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\026_form_management_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","22","686"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\027_gi_intelligence_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","333","13514"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\031_iot_integration_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","221","9814"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\032_knowledge_graph_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","175","7513"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\044_value_commerce_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","277","10821"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\045_voice_ai_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","197","8721"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\046_advanced_voice_ai_tables.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","136","6497"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\048_offline_payment_tables.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","213","9978"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\051_arp_forward_pricing.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","320","15580"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\053_v42_recovered_finance.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","362","17356"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\056_named_missing_modules.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","624","28472"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\057_climate_weather_d14.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","375","17264"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\058_sam_ai_orchestration.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","371","20439"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\1001_platform_configuration.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","18","572"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\3100_ecommerce_tables.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","293","13568"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\3101_ecommerce_integration_tables.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","211","10828"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\3102_ecommerce_ai_erp_business_marketing.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","468","20912"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\3103_nutrient_value_sales.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","161","8184"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\3200_hr_module_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","261","11987"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\993_enterprise_control_layer.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","551","25118"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\994_recovered_capabilities.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","266","12553"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\996_enterprise_foundation.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","634","27777"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\999_schema_reconciliation.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","135","8100"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\9997_enterprise_memory_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","118","6594"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\migrations\repairs\repair_015_authorization_service.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","203","11107"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\models\Order.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","142","3559"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\models\Product.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","174","3933"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\models\User.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","114","2771"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","1053","42111"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\value_commerce_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","271","10231"
".claude\worktrees\jolly-feynman-9d174f\backend\src\database\voice_ai_schema.sql","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","169","6601"
".claude\worktrees\jolly-feynman-9d174f\backend\src\jobs\loadMandiPrices.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","148","5902"
".claude\worktrees\jolly-feynman-9d174f\backend\src\middleware\inputValidation.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","196","5460"
".claude\worktrees\jolly-feynman-9d174f\backend\src\middleware\responseFormatter.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","344","10044"
".claude\worktrees\jolly-feynman-9d174f\backend\src\middleware\securityHeaders.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","338","9690"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M001\routes.js","MEDIUM","REVIEW_REQUIRED","THIN_IMPLEMENTATION","12","439"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M002\routes.js","MEDIUM","REVIEW_REQUIRED","THIN_IMPLEMENTATION","13","556"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M003\routes.js","MEDIUM","REVIEW_REQUIRED","THIN_IMPLEMENTATION","13","471"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M004\routes.js","MEDIUM","REVIEW_REQUIRED","THIN_IMPLEMENTATION","12","456"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M005\routes.js","MEDIUM","REVIEW_REQUIRED","THIN_IMPLEMENTATION","12","447"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M006\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","4","157"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M006\model.sql","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE","4","165"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M006\service.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","211","6774"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M007\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","128"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M007\service.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","306","9129"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M008\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","128"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M008\service.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","388","12059"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M009\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","125"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M009\service.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","437","13314"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M010\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","125"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M011\controller.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","124","4578"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M011\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","4","148"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M012\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","145"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M012\service.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","372","11198"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M013\controller.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK | THIN_IMPLEMENTATION","11","1745"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M013\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","145"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M013\routes.js","MEDIUM","REVIEW_REQUIRED","THIN_IMPLEMENTATION","14","590"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M014\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","120"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M015\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","145"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M016\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","119"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M016\service.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","466","14252"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M017\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","145"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M017\service.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","448","13127"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M018\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","121"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M018\service.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","539","17133"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M019\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","123"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M019\service.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","466","14635"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M020\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","123"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M021\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","145"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M021\service.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","460","15129"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M024\routes.js","MEDIUM","REVIEW_REQUIRED","THIN_IMPLEMENTATION","13","546"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M025\routes.js","MEDIUM","REVIEW_REQUIRED","THIN_IMPLEMENTATION","11","411"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M026\controller.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK | THIN_IMPLEMENTATION","11","1745"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M026\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","145"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M026\service.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","40","1847"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M027\controller.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK | THIN_IMPLEMENTATION","11","1745"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M027\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","145"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M027\service.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","40","1847"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M028\controller.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK | THIN_IMPLEMENTATION","11","1745"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M028\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","145"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M028\service.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","40","1847"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M029\controller.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK | THIN_IMPLEMENTATION","11","1745"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M029\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","145"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M029\service.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","139","4991"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M030\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","145"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M030\service.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","463","13150"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M031\routes.js","MEDIUM","REVIEW_REQUIRED","THIN_IMPLEMENTATION","12","451"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M032\index.js","MEDIUM","REVIEW_REQUIRED","THIN_IMPLEMENTATION","14","425"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M032\routes.js","MEDIUM","REVIEW_REQUIRED","THIN_IMPLEMENTATION","10","352"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M032\service.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","259","8175"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M033\controller.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK | THIN_IMPLEMENTATION","11","1745"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M033\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","145"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M033\service.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","40","1851"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M034\controller.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","4","110"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M034\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","119"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M034\routes.js","MEDIUM","REVIEW_REQUIRED","THIN_IMPLEMENTATION","8","242"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M034\service.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","4","108"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M035\controller.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","4","112"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M035\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","121"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M035\routes.js","MEDIUM","REVIEW_REQUIRED","THIN_IMPLEMENTATION","8","244"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M035\service.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","4","110"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M036\controller.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK | THIN_IMPLEMENTATION","11","1745"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M036\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","145"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M036\service.js","MEDIUM","REVIEW_REQUIRED","EMPTY_BLOCK","40","1851"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M037\controller.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","4","118"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M037\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","127"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M037\routes.js","MEDIUM","REVIEW_REQUIRED","THIN_IMPLEMENTATION","8","250"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M037\service.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","4","116"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M038\controller.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","4","119"
".claude\worktrees\jolly-feynman-9d174f\backend\src\modules\M038\index.js","MEDIUM","REVIEW_REQUIRED","VERY_SMALL_FILE | THIN_IMPLEMENTATION","3","128"
