"File","Role","PathClass","InDegree","OutDegree","TotalDegree"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\horticultureService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\digitalTwinRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M316\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M059\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M126\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M216\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M147\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M121\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\claude\logisticsAIRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\knowledgeGraphService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\resourceCrudFactory.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\dairyRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\phase10.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M005\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M317\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M292\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\voiceAIService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M137\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M179\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M087\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\videoAnalyticsService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M195\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M129\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M100\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M126\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\demandService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M167\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M149\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\controllers\bulkOrderController.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M173\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M281\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M206\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M055\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M293\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M134\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M155\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M063\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M236\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\claude\insuranceAIRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M130\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M192\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\agriculture\weatherService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\publicDataRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\aiBackboneDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M214\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\insurancePremiumService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M077\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M311\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M041\villageEconomyGeoService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M330\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\comprehensiveERPRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M095\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M034\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\farmerKycService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M043\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M049\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M276\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M239\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M120\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\consumerHealthService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\aiOperationIntelligenceDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\erpService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\recipeIntelligenceService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\iotSensorService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\auditService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M102\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\irrigationManagementRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M148\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\climateMonitoringRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M329\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\claude\aiCoordinationRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M019\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M336\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\controllers\wearableIntegrationController.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M207\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M017\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M249\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\yieldManagementService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M051\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M231\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M327\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M089\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\communityManagementRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\enterpriseIntegrationRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M072\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M312\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M026\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M187\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\farmerHealthService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M189\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\platform\governanceService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\productCertificationService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M314\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M193\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\authService\index.js","MIDDLEWARE_OR_AUTH","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M060\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M129\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M290\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M333\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M041\villageProjectIntelligenceService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M219\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\logisticsEnhancementService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\legacy\inputSupplyManagementService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M094\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M052\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M020\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M054\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M271\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M176\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\dataValidationService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M225\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M009\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\sellerRankingDomainRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\controllers\productMediaAIController.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M309\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\householdEconomyService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\automationService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M232\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\core\nervousSystem.js","OTHER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M004\routes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M161\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\valueCommerceService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\returnLoadBoardService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M280\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\commerceRulesService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M073\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\controllers\defenseFitnessPrepController.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M251\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\machineryAccessService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\preventiveMaintenanceRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\sharedInfraService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\productImageAutoGenerationRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M206\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M173\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M243\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\organizationManagementRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\qualityAssuranceService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M268\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M182\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M332\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\researchAndDevelopmentRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M013\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M267\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M137\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\governanceService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\controllers\transactionController.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmerImagePortalRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M088\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\coldChainMonitoringService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M115\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M229\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\aiCopilotService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\dietTherapyService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M228\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M289\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M098\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M238\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M303\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M063\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\devinRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M184\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M143\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\claude\orderAIRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M341\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\tenantManagementRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\legacy\farmerFamilyService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M029\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M253\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M011\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M050\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M099\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\legacy\operationsManagementService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M341\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M001\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M344\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M004\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M204\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceImageIntegrationRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\controllers\ecommerceBusinessSalesController.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\systemAdministrationRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\conversationalAIService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
