"Method","RawPath","RouteFamily","SourceLine","SourceText"
"POST","/watershed-management/report","/watershed-management/report","6922","generateReport: (data) => api.post('/watershed-management/report', data),"
"GET","/leadership-resilience-farming","/leadership-resilience-farming","3191","getLeadershipResilienceFarming: () => api.get('/leadership-resilience-farming'),"
"GET","/blockchain-traceability/traceability-events","/blockchain-traceability/traceability-events","6882","getTraceabilityEvents: (params) => api.get('/blockchain-traceability/traceability-events', { params }),"
"POST","/comprehensive-erp/create-inspection-lot","/comprehensive-erp/create-inspection-lot","2020","createInspectionLot: (data) => api.post('/comprehensive-erp/create-inspection-lot', data),"
"GET","/distribution-resilience-farming","/distribution-resilience-farming","3286","getDistributionResilienceFarming: () => api.get('/distribution-resilience-farming'),"
"GET","/comprehensive-erp/get-inventory-overview","/comprehensive-erp/get-inventory-overview","2007","getInventoryOverview: (params) => api.get('/comprehensive-erp/get-inventory-overview', { params }),"
"GET","/farmer-family","/farmer-family","1757","getFarmerFamilies: () => api.get('/farmer-family'),"
"GET","/versions/${id}","/versions/:param","1012","getVersion: (id) => api.get(`/versions/${id}`),"
"DELETE","/flood-monitoring/records/record/${id}","/flood-monitoring/records/record/:param","2639","updateRecord: (id, data) => api.put(`/flood-monitoring/records/record/${id}`, data),"
"GET","/flash-sales/${id}","/flash-sales/:param","5679","getFlashSale: (id) => api.get(`/flash-sales/${id}`),"
"PUT","/sheep/lambing-outcome/${id}","/sheep/lambing-outcome/:param","2280","updateLambingOutcome: (id, data) => api.put(`/sheep/lambing-outcome/${id}`, data),"
"PUT","/service-meshes/${id}","/service-meshes/:param","1517","configureServiceMesh: (id, config) => api.put(`/service-meshes/${id}`, config),"
"GET","/products/${id}","/products/:param","326","requestImage: (productId, prompt) => api.post(`/ai/product-media-ai/products/${productId}/image`, { prompt }),"
"GET","/farmers/${id}","/farmers/:param","5991","getFarmer: (id) => api.get(`/farmers/${id}`),"
"DELETE","/community-asset/${id}","/community-asset/:param","3443","updateAsset: (id, data) => api.put(`/community-asset/${id}`, data),"
"POST","/approvals/${id}/approve","/approvals/:param/approve","1112","approve: (id) => api.post(`/approvals/${id}/approve`),"
"GET","/cold-storage/facility/${facilityId}","/cold-storage/facility/:param","2104","getFacility: (facilityId) => api.get(`/cold-storage/facility/${facilityId}`),"
"POST","/complete-erp-integration/sync-farmer-field/${farmerId}","/complete-erp-integration/sync-farmer-field/:param","2064","syncFarmerField: (farmerId, data) => api.post(`/complete-erp-integration/sync-farmer-field/${farmerId}`, data),"
"GET","/equipment-exchange/listing/${listingId}","/equipment-exchange/listing/:param","1789","getListing: (listingId) => api.get(`/equipment-exchange/listing/${listingId}`),"
"DELETE","/gis-land-mapping/mapping/${id}","/gis-land-mapping/mapping/:param","6351","updateMapping: (id, data) => api.put(`/gis-land-mapping/mapping/${id}`, data),"
"DELETE","/vegetable-production/record/${id}","/vegetable-production/record/:param","6147","updateRecord: (id, data) => api.put(`/vegetable-production/record/${id}`, data),"
"PUT","/cold-storage/booking/${bookingId}/status","/cold-storage/booking/:param/status","2108","updateBookingStatus: (bookingId, status) => api.put(`/cold-storage/booking/${bookingId}/status`, { status }),"
"GET","/recommended-products/${id}","/recommended-products/:param","5659","getRecommendedProduct: (id) => api.get(`/recommended-products/${id}`),"
"PUT","/block/${id}","/block/:param","3403","updateBlock: (id, data) => api.put(`/block/${id}`, data),"
"POST","/complete-ai-integration/monitor-livestock-health/${livestockId}","/complete-ai-integration/monitor-livestock-health/:param","2085","monitorLivestockHealth: (livestockId, data) => api.post(`/complete-ai-integration/monitor-livestock-health/${livestockId}`, data),"
"POST","/cost-control/budget/${budgetId}/approve","/cost-control/budget/:param/approve","1965","getBudget: (budgetId) => api.get(`/cost-control/budget/${budgetId}`),"
"POST","/realtime-monitoring/resource/${resourceId}/start","/realtime-monitoring/resource/:param/start","2413","startMonitoring: (resourceId, data) => api.post(`/realtime-monitoring/resource/${resourceId}/start`, data),"
"GET","/invoices/${id}","/invoices/:param","5579","getInvoice: (id) => api.get(`/invoices/${id}`),"
"PUT","/hydroponics/system/${id}","/hydroponics/system/:param","2615","updateSystem: (id, data) => api.put(`/hydroponics/system/${id}`, data),"
"PUT","/livestock-analytics/record/${id}","/livestock-analytics/record/:param","6426","updateRecord: (id, data) => api.put(`/livestock-analytics/record/${id}`, data),"
"GET","/${entity}?page=${page}&size=${size}","/:param","3","/**"
"POST","/equipment-exchange/listing/${listingId}/reserve","/equipment-exchange/listing/:param/reserve","1789","getListing: (listingId) => api.get(`/equipment-exchange/listing/${listingId}`),"
"DELETE","/fish-feed/log/${id}","/fish-feed/log/:param","3633","updateLog: (id, data) => api.put(`/fish-feed/log/${id}`, data),"
"POST","/collaborations/${id}","/collaborations/:param","1457","collaborate: (id, data) => api.post(`/collaborations/${id}`, data),"
"PUT","/role-management/role/${id}","/role-management/role/:param","2332","updateRole: (id, data) => api.put(`/role-management/role/${id}`, data),"
"GET","/charts/config/${type}","/charts/config/:param","862","getChartConfig: (type) => api.get(`/charts/config/${type}`),"
"GET","/pre-orders/${id}","/pre-orders/:param","5694","getPreOrder: (id) => api.get(`/pre-orders/${id}`),"
"POST","/complete-erp-integration/sync-farmer-harvest/${farmerId}","/complete-erp-integration/sync-farmer-harvest/:param","2063","syncFarmerHarvest: (farmerId, data) => api.post(`/complete-erp-integration/sync-farmer-harvest/${farmerId}`, data),"
"DELETE","/pesticide-inventory/item/${id}","/pesticide-inventory/item/:param","6269","updateItem: (id, data) => api.put(`/pesticide-inventory/item/${id}`, data),"
"PUT","/farm-activity/activity/${id}","/farm-activity/activity/:param","6592","updateActivity: (id, data) => api.put(`/farm-activity/activity/${id}`, data),"
"DELETE","/information-sharing/document/${id}","/information-sharing/document/:param","6239","updateDocument: (id, data) => api.put(`/information-sharing/document/${id}`, data),"
"GET","/coalitions/${id}","/coalitions/:param","4919","getCoalition: (id) => api.get(`/coalitions/${id}`),"
"POST","/complete-erp-integration/sync-dairy-production/${dairyId}","/complete-erp-integration/sync-dairy-production/:param","2070","syncDairyProduction: (dairyId, data) => api.post(`/complete-erp-integration/sync-dairy-production/${dairyId}`, data),"
"POST","/dairy-ai/optimize-milk-production/${animalId}","/dairy-ai/optimize-milk-production/:param","3512","optimizeMilkProduction: (animalId) => api.post(`/dairy-ai/optimize-milk-production/${animalId}`),"
"PUT","/agro-meteorology/records/record/${id}","/agro-meteorology/records/record/:param","2672","updateRecord: (id, data) => api.put(`/agro-meteorology/records/record/${id}`, data),"
"PUT","/fertilizer-inventory/item/${id}","/fertilizer-inventory/item/:param","3609","updateInventoryItem: (id, data) => api.put(`/fertilizer-inventory/item/${id}`, data),"
"POST","/degradation-strategies/${id}/activate","/degradation-strategies/:param/activate","1302","activateStrategy: (id) => api.post(`/degradation-strategies/${id}/activate`),"
"POST","/escrow/${escrowId}/refund","/escrow/:param/refund","1779","list: () => api.get('/escrow/list'),"
"GET","/ecommerce-ai/optimize-inventory/${productId}","/ecommerce-ai/optimize-inventory/:param","299","optimizeInventory: (productId) => api.get(`/ecommerce-ai/optimize-inventory/${productId}`),"
"POST","/stress-tests/${id}/run","/stress-tests/:param/run","1327","runStressTest: (id) => api.post(`/stress-tests/${id}/run`),"
"PUT","/digital-identity/identity/${id}","/digital-identity/identity/:param","6217","updateIdentity: (id, data) => api.put(`/digital-identity/identity/${id}`, data),"
"POST","/cleanup-tasks/${id}/run","/cleanup-tasks/:param/run","1202","runCleanup: (id) => api.post(`/cleanup-tasks/${id}/run`),"
"PUT","/land-lease/lease/${id}","/land-lease/lease/:param","6344","updateLease: (id, data) => api.put(`/land-lease/lease/${id}`, data),"
"POST","/complete-erp-integration/sync-livestock-health/${livestockId}","/complete-erp-integration/sync-livestock-health/:param","2069","syncLivestockHealth: (livestockId, data) => api.post(`/complete-erp-integration/sync-livestock-health/${livestockId}`, data),"
"GET","/featured-products/${id}","/featured-products/:param","5649","getFeaturedProduct: (id) => api.get(`/featured-products/${id}`),"
"GET","/compliance-logs/${id}","/compliance-logs/:param","5799","getComplianceLog: (id) => api.get(`/compliance-logs/${id}`),"
"DELETE","/seed-vault/${seedId}","/seed-vault/:param","2301","getCategories: () => api.get('/seed-vault/categories'),"
"POST","/upgrades/${id}/perform","/upgrades/:param/perform","1217","performUpgrade: (id) => api.post(`/upgrades/${id}/perform`),"
"GET","/asset-accounting/asset/${assetId}","/asset-accounting/asset/:param","492","getAsset: (assetId) => api.get(`/asset-accounting/asset/${assetId}`),"
"POST","/escalations/${id}","/escalations/:param","1127","escalate: (id, data) => api.post(`/escalations/${id}`, data),"
"PUT","/sheep/animal/${id}","/sheep/animal/:param","2272","updateAnimal: (id, data) => api.put(`/sheep/animal/${id}`, data),"
"PUT","/micronutrient/item/${id}","/micronutrient/item/:param","6283","updateItem: (id, data) => api.put(`/micronutrient/item/${id}`, data),"
"POST","/comprehensive-erp/analyze-project-a-i/${id}","/comprehensive-erp/analyze-project-a-i/:param","2036","analyzeProjectAI: (id) => api.post(`/comprehensive-erp/analyze-project-a-i/${id}`),"
"GET","/organizations/${id}","/organizations/:param","977","getOrganization: (id) => api.get(`/organizations/${id}`),"
"PUT","/pig-farming/animal/${id}","/pig-farming/animal/:param","6419","updateAnimal: (id, data) => api.put(`/pig-farming/animal/${id}`, data),"
"GET","/zones/${id}","/zones/:param","4849","getZone: (id) => api.get(`/zones/${id}`),"
"POST","/robotics/missions/${id}/pause","/robotics/missions/:param/pause","4337","getMission: (id) => api.get(`/robotics/missions/${id}`),"
"DELETE","/fisheries-harvest/harvest/${id}","/fisheries-harvest/harvest/:param","3656","updateHarvest: (id, data) => api.put(`/fisheries-harvest/harvest/${id}`, data),"
"POST","/research-development/funding-opportunity/${fundingId}/apply","/research-development/funding-opportunity/:param/apply","2382","applyForFunding: (fundingId, data) => api.post(`/research-development/funding-opportunity/${fundingId}/apply`, data),"
"DELETE","/animal-health/examination/${id}","/animal-health/examination/:param","468","updateExamination: (id, data) => api.put(`/animal-health/examination/${id}`, data),"
"GET","/company/${companyId}/chart-of-accounts","/company/:param/chart-of-accounts","496","runDepreciationForPeriod: (companyId, asOfDate) => api.post(`/asset-accounting/company/${companyId}/run-depreciation`, { asOfDate }),"
"GET","/templates/${id}","/templates/:param","912","getTemplate: (id) => api.get(`/templates/${id}`),"
"DELETE","/polyhouse/record/${id}","/polyhouse/record/:param","6161","updateRecord: (id, data) => api.put(`/polyhouse/record/${id}`, data),"
"POST","/rollbacks/${id}/execute","/rollbacks/:param/execute","1172","executeRollback: (id) => api.post(`/rollbacks/${id}/execute`),"
"GET","/modules/${module}","/modules/:param","64","getItems: (module) => api.get(`/modules/${module}`),"
"GET","/audio/${id}","/audio/:param","855","uploadAudio: (file) => api.post('/audio/upload', file),"
"PUT","/rural-development-project/${id}","/rural-development-project/:param","4987","updateProject: (id, data) => api.put(`/rural-development-project/${id}`, data),"
"GET","/hr/employees/${id}","/hr/employees/:param","755","getEmployee: (id) => api.get(`/hr/employees/${id}`),"
"POST","/realtime-monitoring/monitor/${id}/stop","/realtime-monitoring/monitor/:param/stop","2411","getMonitoringStatus: (id) => api.get(`/realtime-monitoring/monitor/${id}/status`),"
"POST","/ai/copilot/session/${sessionId}/message","/ai/copilot/session/:param/message","145","sendMessage: (sessionId, message, context = {}) => api.post(`/ai/copilot/session/${sessionId}/message`, {"
"GET","/robotics/devices/${id}/telemetry","/robotics/devices/:param/telemetry","4331","certifyDevice: (id, data) => api.post(`/robotics/devices/${id}/certification`, data),"
"POST","/escrow/${escrowId}/release","/escrow/:param/release","1779","list: () => api.get('/escrow/list'),"
"PUT","/input-consumption/record/${id}","/input-consumption/record/:param","6627","updateRecord: (id, data) => api.put(`/input-consumption/record/${id}`, data),"
"GET","/change-logs/${id}","/change-logs/:param","1107","getChangeLog: (id) => api.get(`/change-logs/${id}`),"
"PUT","/project-systems/wbs-status/${id}","/project-systems/wbs-status/:param","6734","updateWbsStatus: (id, data) => api.put(`/project-systems/wbs-status/${id}`, data),"
"PUT","/information-sharing/document/${id}","/information-sharing/document/:param","6239","updateDocument: (id, data) => api.put(`/information-sharing/document/${id}`, data),"
"PUT","/cattle-registry/animal/${id}","/cattle-registry/animal/:param","6391","updateAnimal: (id, data) => api.put(`/cattle-registry/animal/${id}`, data),"
"PUT","/pond/pond/${id}","/pond/pond/:param","6700","updatePond: (id, data) => api.put(`/pond/pond/${id}`, data),"
"GET","/ecommerce-ai/customer-lifetime-value/${userId}","/ecommerce-ai/customer-lifetime-value/:param","300","calculateCustomerLifetimeValue: (userId) => api.get(`/ecommerce-ai/customer-lifetime-value/${userId}`),"
"POST","/reviews/${id}","/reviews/:param","1117","submitReview: (id, data) => api.post(`/reviews/${id}`, data),"
"GET","/hamlets/${id}","/hamlets/:param","4879","getHamlet: (id) => api.get(`/hamlets/${id}`),"
"DELETE","/goat/animal/${id}","/goat/animal/:param","6113","updateAnimal: (id, data) => api.put(`/goat/animal/${id}`, data),"
"DELETE","/farm-operations-dashboard/kpi/${id}","/farm-operations-dashboard/kpi/:param","6641","updateKpi: (id, data) => api.put(`/farm-operations-dashboard/kpi/${id}`, data),"
"GET","/cost-control/budget/${budgetId}","/cost-control/budget/:param","1965","getBudget: (budgetId) => api.get(`/cost-control/budget/${budgetId}`),"
"POST","/disaster-recovery/plans/${id}/execute","/disaster-recovery/plans/:param/execute","1072","executePlan: (id) => api.post(`/disaster-recovery/plans/${id}/execute`),"
"POST","/complete-ai-integration/optimize-goat-production/${goatId}","/complete-ai-integration/optimize-goat-production/:param","2089","optimizeGoatProduction: (goatId, data) => api.post(`/complete-ai-integration/optimize-goat-production/${goatId}`, data),"
"GET","/blocks/${id}","/blocks/:param","3401","getBlock: (id) => api.get(`/blocks/${id}`),"
"POST","/equipment-exchange/listing/${listingId}/withdraw","/equipment-exchange/listing/:param/withdraw","1789","getListing: (listingId) => api.get(`/equipment-exchange/listing/${listingId}`),"
"PUT","/project-systems/project-status/${id}","/project-systems/project-status/:param","6737","updateProjectStatus: (id, data) => api.put(`/project-systems/project-status/${id}`, data),"
"PUT","/animal-health/treatment/${id}","/animal-health/treatment/:param","472","updateTreatment: (id, data) => api.put(`/animal-health/treatment/${id}`, data),"
"PUT","/aquaculture-analytics/metric/${id}","/aquaculture-analytics/metric/:param","6074","updateMetric: (id, data) => api.put(`/aquaculture-analytics/metric/${id}`, data),"
"POST","/complete-erp-integration/sync-pig-production/${pigId}","/complete-erp-integration/sync-pig-production/:param","2074","syncPigProduction: (pigId, data) => api.post(`/complete-erp-integration/sync-pig-production/${pigId}`, data),"
"GET","/faqs/${id}","/faqs/:param","5614","getFAQ: (id) => api.get(`/faqs/${id}`),"
"DELETE","/poultry/flock/${id}","/poultry/flock/:param","2431","updateFlock: (id, data) => api.put(`/poultry/flock/${id}`, data),"
"PUT","/sap-module-architecture/module/${id}/version","/sap-module-architecture/module/:param/version","2313","getModule: (id) => api.get(`/sap-module-architecture/module/${id}`),"
"DELETE","/precision-horticulture/reading/${id}","/precision-horticulture/reading/:param","6175","updateReading: (id, data) => api.put(`/precision-horticulture/reading/${id}`, data),"
"POST","/complete-ai-integration/predict-crop-yield/${cropId}","/complete-ai-integration/predict-crop-yield/:param","2084","predictCropYield: (cropId, data) => api.post(`/complete-ai-integration/predict-crop-yield/${cropId}`, data),"
"POST","/ai/product-media-ai/products/${productId}/video","/ai/product-media-ai/products/:param/video","326","requestImage: (productId, prompt) => api.post(`/ai/product-media-ai/products/${productId}/image`, { prompt }),"
"GET","/ai-gateway/models/${encodeURIComponent(provider)}","/ai-gateway/models/:param","162","getModels: (provider) => api.get(`/ai-gateway/models/${encodeURIComponent(provider)}`),"
"DELETE","/farm-costing/records/${id}","/farm-costing/records/:param","1748","deleteRecord: (id) => api.delete(`/farm-costing/records/${id}`),"
"POST","/ai/product-media-ai/products/${productId}/image","/ai/product-media-ai/products/:param/image","326","requestImage: (productId, prompt) => api.post(`/ai/product-media-ai/products/${productId}/image`, { prompt }),"
"POST","/complete-ai-integration/optimize-farmer-resources/${farmerId}","/complete-ai-integration/optimize-farmer-resources/:param","2082","optimizeFarmerResources: (farmerId, data) => api.post(`/complete-ai-integration/optimize-farmer-resources/${farmerId}`, data),"
"PUT","/vegetable-production/record/${id}","/vegetable-production/record/:param","6147","updateRecord: (id, data) => api.put(`/vegetable-production/record/${id}`, data),"
"POST","/ml-models/${id}/train","/ml-models/:param/train","1392","trainModel: (id, data) => api.post(`/ml-models/${id}/train`, data),"
"POST","/complete-ai-integration/optimize-pig-production/${pigId}","/complete-ai-integration/optimize-pig-production/:param","2091","optimizePigProduction: (pigId, data) => api.post(`/complete-ai-integration/optimize-pig-production/${pigId}`, data),"
"POST","/comprehensive-erp/confirm-production-order/${id}","/comprehensive-erp/confirm-production-order/:param","2017","confirmProductionOrder: (id, data) => api.post(`/comprehensive-erp/confirm-production-order/${id}`, data),"
"PUT","/quotas/${id}","/quotas/:param","1267","setQuota: (id, quota) => api.put(`/quotas/${id}`, quota),"
"DELETE","/decision-engine/rules/${id}","/decision-engine/rules/:param","5982","updateRule: (id, data) => api.put(`/decision-engine/rules/${id}`, data),"
"POST","/theme-manager/${id}/activate","/theme-manager/:param/activate","5865","activateTheme: (id) => api.post(`/theme-manager/${id}/activate`),"
"PUT","/crop-registrations/${id}","/crop-registrations/:param","3496","updateCrop: (id, data) => api.put(`/crop-registrations/${id}`, data),"
"GET","/enterprises/${id}","/enterprises/:param","634","getEnterprise: (id) => api.get(`/enterprises/${id}`),"
"GET","/bulk-order/${orderId}","/bulk-order/:param","5492","getBulkOrder: (orderId) => api.get(`/bulk-order/${orderId}`),"
"POST","/features/${id}/enable","/features/:param/enable","997","enableFeature: (id) => api.post(`/features/${id}/enable`),"
"POST","/filters/${entity}","/filters/:param","818","getFilters: (entity) => api.get(`/filters/${entity}`),"
"PUT","/poultry/${id}","/poultry/:param","2428","managePoultry: (id, data) => api.put(`/poultry/${id}`, data),"
"DELETE","/pond/pond/${id}","/pond/pond/:param","6700","updatePond: (id, data) => api.put(`/pond/pond/${id}`, data),"
"GET","/ecommerce-ai/recommendations/${userId}","/ecommerce-ai/recommendations/:param","301","getPersonalizedRecommendations: (userId, limit) => api.get(`/ecommerce-ai/recommendations/${userId}`, { params: { limit } }),"
"POST","/sort/${entity}","/sort/:param","823","getSortOptions: (entity) => api.get(`/sort/${entity}`),"
"POST","/bulk-order/quotation/${quotationId}/accept","/bulk-order/quotation/:param/accept","5494","acceptQuotation: (quotationId) => api.post(`/bulk-order/quotation/${quotationId}/accept`),"
"DELETE","/organization-management/organization/${id}","/organization-management/organization/:param","6656","deleteOrganization: (id) => api.delete(`/organization-management/organization/${id}`),"
"GET","/blockchain-verification/product/${productId}/verify","/blockchain-verification/product/:param/verify","5485","verifyProduct: (productId) => api.get(`/blockchain-verification/product/${productId}/verify`),"
"DELETE","/water-resource-mapping/resource/${id}","/water-resource-mapping/resource/:param","6365","updateResource: (id, data) => api.put(`/water-resource-mapping/resource/${id}`, data),"
"DELETE","/geo-boundary/boundary/${id}","/geo-boundary/boundary/:param","6372","updateBoundary: (id, data) => api.put(`/geo-boundary/boundary/${id}`, data),"
"DELETE","/input-procurement/order/${id}","/input-procurement/order/:param","6297","updateOrder: (id, data) => api.put(`/input-procurement/order/${id}`, data),"
"GET","/provenance-data/${id}/track","/provenance-data/:param/track","1682","trackProvenance: (id) => api.get(`/provenance-data/${id}/track`),"
"PUT","/research-development/rd-project/${projectId}/milestone/${milestoneId}","/research-development/rd-project/:param/milestone/:param","2369","getRDProject: (projectId) => api.get(`/research-development/rd-project/${projectId}`),"
"POST","/nlp-models/${id}/process","/nlp-models/:param/process","1402","processText: (id, text) => api.post(`/nlp-models/${id}/process`, { text }),"
"POST","/complete-ai-integration/recommend-crop-planning/${farmerId}","/complete-ai-integration/recommend-crop-planning/:param","2080","recommendCropPlanning: (farmerId, data) => api.post(`/complete-ai-integration/recommend-crop-planning/${farmerId}`, data),"
"GET","/cooperatives/${id}","/cooperatives/:param","3430","getCooperative: (id) => api.get(`/cooperatives/${id}`),"
"GET","/company/${companyId}/fiscal-years","/company/:param/fiscal-years","496","runDepreciationForPeriod: (companyId, asOfDate) => api.post(`/asset-accounting/company/${companyId}/run-depreciation`, { asOfDate }),"
"POST","/compliance-checks/${id}/run","/compliance-checks/:param/run","1352","runComplianceCheck: (id) => api.post(`/compliance-checks/${id}/run`),"
"GET","/library/modules/${encodeURIComponent(moduleId)}","/library/modules/:param","3367","getModule: (moduleId) => api.get(`/library/modules/${encodeURIComponent(moduleId)}`),"
"PUT","/personalizations/${id}","/personalizations/:param","1422","updatePersonalization: (id, data) => api.put(`/personalizations/${id}`, data),"
"POST","/plugins/${id}/install","/plugins/:param/install","917","installPlugin: (id) => api.post(`/plugins/${id}/install`),"
"GET","/civil-disruption/shipment/${shipmentId}/risk","/civil-disruption/shipment/:param/risk","2135","checkShipmentRisk: (shipmentId) => api.get(`/civil-disruption/shipment/${shipmentId}/risk`),"
"DELETE","/state/${id}","/state/:param","3419","updateState: (id, data) => api.put(`/state/${id}`, data),"
"GET","/resources/${id}","/resources/:param","606","getResource: (id) => api.get(`/resources/${id}`),"
"POST","/validation/${entity}/${field}","/validation/:param/:param","832","validateField: (entity, field, value) => api.post(`/validation/${entity}/${field}`, { value }),"
"POST","/backup-restore/restore/${id}","/backup-restore/restore/:param","5820","restoreBackup: (id) => api.post(`/backup-restore/restore/${id}`),"
"PUT","/nursery/nursery/${id}","/nursery/nursery/:param","6575","updateNursery: (id, data) => api.put(`/nursery/nursery/${id}`, data),"
"POST","/farmer-kyc/application/${id}/verify","/farmer-kyc/application/:param/verify","3574","verifyApplication: (id, data) => api.post(`/farmer-kyc/application/${id}/verify`, data),"
"POST","/comprehensive-erp/release-production-order/${id}","/comprehensive-erp/release-production-order/:param","2016","releaseProductionOrder: (id) => api.post(`/comprehensive-erp/release-production-order/${id}`),"
"GET","/versions/${entity}/${id}","/versions/:param/:param","1012","getVersion: (id) => api.get(`/versions/${id}`),"
"PUT","/sap-module-architecture/module/${id}","/sap-module-architecture/module/:param","2313","getModule: (id) => api.get(`/sap-module-architecture/module/${id}`),"
"PUT","/land/parcel/${id}","/land/parcel/:param","3940","updateParcel: (id, data) => api.put(`/land/parcel/${id}`, data),"
"PUT","/consul-configs/${id}","/consul-configs/:param","1547","configureConsul: (id, config) => api.put(`/consul-configs/${id}`, config),"
"GET","/cooperative-share/members/${fpoId}","/cooperative-share/members/:param","1978","listMembers: (fpoId) => api.get(`/cooperative-share/members/${fpoId}`),"
"PUT","/ecommerce-marketplace/listing/${id}","/ecommerce-marketplace/listing/:param","1837","updateListing: (id, data) => api.put(`/ecommerce-marketplace/listing/${id}`, data),"
"POST","/voice-ai/session/${sessionId}/end","/voice-ai/session/:param/end","93","endSession: (sessionId) => api.post(`/voice-ai/session/${sessionId}/end`),"
"PUT","/sap-module-architecture/module/${id}/configuration","/sap-module-architecture/module/:param/configuration","2313","getModule: (id) => api.get(`/sap-module-architecture/module/${id}`),"
"GET","/cooperative-share/paid-up-capital/${fpoId}","/cooperative-share/paid-up-capital/:param","1979","getPaidUpCapital: (fpoId) => api.get(`/cooperative-share/paid-up-capital/${fpoId}`),"
"POST","/asset-accounting/asset/${assetId}/dispose","/asset-accounting/asset/:param/dispose","492","getAsset: (assetId) => api.get(`/asset-accounting/asset/${assetId}`),"
"POST","/robotics/missions/${id}/complete","/robotics/missions/:param/complete","4337","getMission: (id) => api.get(`/robotics/missions/${id}`),"
"PUT","/pig/animal/${id}","/pig/animal/:param","6673","updateAnimal: (id, data) => api.put(`/pig/animal/${id}`, data),"
"POST","/validation/${entity}","/validation/:param","832","validateField: (entity, field, value) => api.post(`/validation/${entity}/${field}`, { value }),"
"GET","/images/${id}","/images/:param","843","uploadImage: (file) => api.post('/images/upload', file),"
"POST","/complete-erp-integration/sync-crop-lifecycle/${cropId}","/complete-erp-integration/sync-crop-lifecycle/:param","2065","syncCropLifecycle: (cropId, data) => api.post(`/complete-erp-integration/sync-crop-lifecycle/${cropId}`, data),"
"GET","/library/cards/${id}","/library/cards/:param","218","getLibraryCard: (id) => api.get(`/library/cards/${id}`),"
"DELETE","/floriculture/record/${id}","/floriculture/record/:param","6154","updateRecord: (id, data) => api.put(`/floriculture/record/${id}`, data),"
"GET","/ecommerce-erp/gst-invoice/${orderId}","/ecommerce-erp/gst-invoice/:param","1866","generateGSTInvoice: (orderId) => api.get(`/ecommerce-erp/gst-invoice/${orderId}`),"
"GET","/defense-fitness-prep/readiness/${category}","/defense-fitness-prep/readiness/:param","1889","getReadiness: (category, gender) => api.get(`/defense-fitness-prep/readiness/${category}`, { params: { gender } }),"
"DELETE","/irrigation/schedule/${id}","/irrigation/schedule/:param","6318","updateSchedule: (id, data) => api.put(`/irrigation/schedule/${id}`, data),"
"DELETE","/water-quality-records/${id}","/water-quality-records/:param","6942","update: (id, data) => api.put(`/water-quality-records/${id}`, data),"
"GET","/group-buys/${id}","/group-buys/:param","5689","getGroupBuy: (id) => api.get(`/group-buys/${id}`),"
"PUT","/fish-health/record/${id}","/fish-health/record/:param","6053","updateRecord: (id, data) => api.put(`/fish-health/record/${id}`, data),"
"POST","/retention-policies/${id}/apply","/retention-policies/:param/apply","1187","applyRetentionPolicy: (id) => api.post(`/retention-policies/${id}/apply`),"
"POST","/complete-erp-integration/sync-livestock/${livestockId}","/complete-erp-integration/sync-livestock/:param","2067","syncLivestock: (livestockId, data) => api.post(`/complete-erp-integration/sync-livestock/${livestockId}`, data),"
"PUT","/ambassadors/${id}","/ambassadors/:param","1527","configureAmbassador: (id, config) => api.put(`/ambassadors/${id}`, config),"
"POST","/complete-ai-integration/detect-crop-disease/${cropId}","/complete-ai-integration/detect-crop-disease/:param","2083","detectCropDisease: (cropId, data) => api.post(`/complete-ai-integration/detect-crop-disease/${cropId}`, data),"
"POST","/complete-erp-integration/sync-crop-yield/${cropId}","/complete-erp-integration/sync-crop-yield/:param","2066","syncCropYield: (cropId, data) => api.post(`/complete-erp-integration/sync-crop-yield/${cropId}`, data),"
"DELETE","/micronutrient/item/${id}","/micronutrient/item/:param","6283","updateItem: (id, data) => api.put(`/micronutrient/item/${id}`, data),"
"PUT","/bio-pesticide/item/${id}","/bio-pesticide/item/:param","6276","updateItem: (id, data) => api.put(`/bio-pesticide/item/${id}`, data),"
"GET","/roles/${id}/permissions","/roles/:param/permissions","962","getPermissions: (id) => api.get(`/roles/${id}/permissions`),"
"GET","/groups/${id}","/groups/:param","972","getGroup: (id) => api.get(`/groups/${id}`),"
"DELETE","/animal-health/treatment/${id}","/animal-health/treatment/:param","472","updateTreatment: (id, data) => api.put(`/animal-health/treatment/${id}`, data),"
"PUT","/equipment-scheduling/schedule/${id}","/equipment-scheduling/schedule/:param","6620","updateSchedule: (id, data) => api.put(`/equipment-scheduling/schedule/${id}`, data),"
"GET","/projects/${id}","/projects/:param","695","getProject: (id) => api.get(`/projects/${id}`),"
"POST","/ai/product-media-ai/products/${productId}/video-script","/ai/product-media-ai/products/:param/video-script","326","requestImage: (productId, prompt) => api.post(`/ai/product-media-ai/products/${productId}/image`, { prompt }),"
"DELETE","/sheep-farming/animal/${id}","/sheep-farming/animal/:param","6412","updateAnimal: (id, data) => api.put(`/sheep-farming/animal/${id}`, data),"
"GET","/sap-module-architecture/modules/by-type/${type}","/sap-module-architecture/modules/by-type/:param","2311","getModulesByType: (type) => api.get(`/sap-module-architecture/modules/by-type/${type}`),"
"DELETE","/bioflocc-farm/tank/${id}","/bioflocc-farm/tank/:param","6046","updateTank: (id, data) => api.put(`/bioflocc-farm/tank/${id}`, data),"
