"PhysicalPath","FileName","Extension","SizeBytes","SHA256","PhysicalItemID","IdentitySource","Confidence","AuthorityOriginalPath","AuthorityCurrentLocation","AuthorityOriginalFileName","LogicalIdentity","ImplementationIdentity","VariantIdentity","LibraryPathMatch","LibraryHashMatch","SubhEvidenceMatch","Status","Reason","TriageBucket","TriageReason"
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.7f2b445ab7bf4379a3c0fb22eacbb736.bak","index.js.7f2b445ab7bf4379a3c0fb22eacbb736.bak",".bak","47050","154668770D080C4A8E9E2589835035CA8BE644748387DD0E0CDC0345A9438FF7","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.7f951c5844384e1eb687c6cfaf66b3d6.bak","index.js.7f951c5844384e1eb687c6cfaf66b3d6.bak",".bak","45611","57704DD0EDEA69F6BCB7D0520F9BE4536C339058B54169C1A496B12583935827","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.80b3f4dc7f9047e2a3aba92ce84f1aae.bak","index.js.80b3f4dc7f9047e2a3aba92ce84f1aae.bak",".bak","47643","CE18752CAC15ED0DA9CFFFD4F334E036230CA1D5B044F1971AFEF724AD60A72D","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.81f9d05b29bb4f8ca2bad2d461897acb.bak","index.js.81f9d05b29bb4f8ca2bad2d461897acb.bak",".bak","47123","2959C00A14276127A42641284EB7591AEA810E5E0F8F1B25E2C00C4DA217C67F","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.8262b335f0bb4d238a2160559a95eb4d.bak","index.js.8262b335f0bb4d238a2160559a95eb4d.bak",".bak","45716","95F7CD6A2D150F2F2CB8C6ACA3E7026C2A86FF5FBB75DEFC9F1EAA5B4AE92ED3","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.8274192a938d40499ee671847106de53.bak","index.js.8274192a938d40499ee671847106de53.bak",".bak","46992","F1A64AF27CE1EB2EA49174D66EDD96E256E7ED867754BAA0F979167AE5200DC0","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.83208dec03854a6491c851245cc97e1d.bak","index.js.83208dec03854a6491c851245cc97e1d.bak",".bak","47710","0D13640B363C99FE641603A918C8C40BB52ECBFF439EE5D6D9E55A93BCA64AFB","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.835203267b884be1aacc63354877e9d1.bak","index.js.835203267b884be1aacc63354877e9d1.bak",".bak","46770","77E03D1E54D61858CFA74581773A3F8735C353B42CF60DDE2E25BC077389B10C","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.8397c7037e7a4600a7183f1877800a9f.bak","index.js.8397c7037e7a4600a7183f1877800a9f.bak",".bak","47026","FB65A8C5B3772F6D1FD9D095A7B38DE158FD8589DAFB57ABA7DFD0858631DE49","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.84e67f9a816a45bbaa6f3370fdcb5693.bak","index.js.84e67f9a816a45bbaa6f3370fdcb5693.bak",".bak","47114","2CFE7D8439A637EA8E0F2CFAA45B1802BAA05F15AF326AE8799067948ABE048A","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.853acb92904f44b5b82a56b7789b0655.bak","index.js.853acb92904f44b5b82a56b7789b0655.bak",".bak","46599","06D63DE8DF3632549E074E0DAFEC93D7E09673B93DA35369D410626F20C00F01","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.8540387466254e0aab7c6c39e93c260a.bak","index.js.8540387466254e0aab7c6c39e93c260a.bak",".bak","47345","0D2FB16E59017C603EFB5DA6AFAAB5B6CB8FD4D9C43652B5844C1EC77D53DF5D","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.8560fbacf95146fab9091994ff718357.bak","index.js.8560fbacf95146fab9091994ff718357.bak",".bak","47091","0903A6753046CC78F7216AE6ACFA62EB8F97D7B916F054BA3CDFEE06BDFA20D4","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.857f30321f3d48c99c9253c6480df94d.bak","index.js.857f30321f3d48c99c9253c6480df94d.bak",".bak","46443","CA74CAB0C02A4173249D3191FB1BDAC7FF5EC959C7DFB1F66F9A2521386EE063","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.85a0014276d941408d13e14f88f1495e.bak","index.js.85a0014276d941408d13e14f88f1495e.bak",".bak","47405","C723B1233C641E32EA4FE4267C13974867B352538C56BC7D1585646ABCBDC1C6","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.85f116225e6a49a3bdbf7b5a0f7f5e25.bak","index.js.85f116225e6a49a3bdbf7b5a0f7f5e25.bak",".bak","46326","6B49548F2B75E0BA073D8B266A6C22D24817ED7B74CD0D691E1B7C8C4CE4A9E9","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.870411880aec4fa6b0d7925ff0a08815.bak","index.js.870411880aec4fa6b0d7925ff0a08815.bak",".bak","47374","8EC3868C059CFBD637E75544C8CCAFD4DCBA9A210EF0333EF8BC595A4AD1A597","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.87fd129de4c14ba5ae152f2fe1061b04.bak","index.js.87fd129de4c14ba5ae152f2fe1061b04.bak",".bak","46572","6992862D9C5EDE341763DBA5982BBD1429A65A97387D39842F9106EC7058D8B9","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.890bb82d78b448d69e7962aca45a34ba.bak","index.js.890bb82d78b448d69e7962aca45a34ba.bak",".bak","47465","8A2D5005488042CC4D51EFDAAD46DF7BC25D55663D7F2C7D17C09D021D0659F4","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.899bdc5be1d94ed7ba1a6312eb87c2d3.bak","index.js.899bdc5be1d94ed7ba1a6312eb87c2d3.bak",".bak","45635","92C85B60F4D079963FD91165A7C2363B227E7D74B25AB15A7C4716F62D0F8444","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.8a185614b6cd4177be87b6246699305b.bak","index.js.8a185614b6cd4177be87b6246699305b.bak",".bak","48202","48615CD3BD9116545798A41A63B59E8373AA60238703FB5FE179F5B1856D97D2","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.8b3c506b7849454c84f5bd496eabffe8.bak","index.js.8b3c506b7849454c84f5bd496eabffe8.bak",".bak","47987","B26F879E750E03CDB8C4F1C0ACA827436293E6F0CB0D53AC3ABC11F9B6938A05","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.8bd3326e0d384c61965bbe15538f825f.bak","index.js.8bd3326e0d384c61965bbe15538f825f.bak",".bak","47823","6B24682957E420CA86F6BE0D02F4321AE633E35B2D41B4D9BBB386581D5D965A","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.8ca3d2e034e5445c8396d608bfbafc47.bak","index.js.8ca3d2e034e5445c8396d608bfbafc47.bak",".bak","47680","FEC95462635F758A7D8286CB4B0241F72410C20F37B8F33B83B0833A3577F584","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.8de3a4e61295479ba1627897cf42f30d.bak","index.js.8de3a4e61295479ba1627897cf42f30d.bak",".bak","46351","B3632793FF607FC2CCB8D7D5BCD147F96837E77B73CAA485E2A67C6B1FBDB2A5","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.8f23977723f3411fbdb77e83b098b134.bak","index.js.8f23977723f3411fbdb77e83b098b134.bak",".bak","46654","077D78944A880F0E726E5F506689C58F33544750BD16E2F5E6B5F6F6E8B8470E","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.8fe0704ebfcf4add9349ccade2562252.bak","index.js.8fe0704ebfcf4add9349ccade2562252.bak",".bak","48298","59FC1259AFB8B6A2B62BDD5A2BD6FC1AB3207037FAD763551E197F5C35B1DBB2","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.8ff04cca8f8747f4935fd33334209724.bak","index.js.8ff04cca8f8747f4935fd33334209724.bak",".bak","47329","765B7033C946A93ABF5985476FC2260F763549C9C59298839F7ACE670759A357","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.901cd02bb55b4c84ac31208eba1f7e5c.bak","index.js.901cd02bb55b4c84ac31208eba1f7e5c.bak",".bak","45839","5C30E7F027C069A8F5E8D2862E35BCB9BD5F02203C8F2509935CC5E7B845A16D","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.9077d298f4904be38f682b266b33c3db.bak","index.js.9077d298f4904be38f682b266b33c3db.bak",".bak","47571","40FE19BE2BA90D833D3E9E5C9A42AD245581CC908C8D2EA4702639A629C7DEA3","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.91841af32f5f41d9a2af6b8374de4b56.bak","index.js.91841af32f5f41d9a2af6b8374de4b56.bak",".bak","47352","443B1337103EC8AA3D0537B8E90761C8B82465855559597AE7EB02D09274AB7C","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.9197c4a505f6437dab355a3a093504f6.bak","index.js.9197c4a505f6437dab355a3a093504f6.bak",".bak","47277","0EB38AB71299564BBDEF70629EE2E98EDD2EDAB2ABF9D46ED49AC8272DE14BE7","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.923dbcf9dc1f4c08b201b8a599e87d45.bak","index.js.923dbcf9dc1f4c08b201b8a599e87d45.bak",".bak","46325","0062A59E59EEA25EA24CB396EDE00CC6FE9A9B7058220704DCBF699D3B04E1B5","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.9368b366120c424295b27eb783c97668.bak","index.js.9368b366120c424295b27eb783c97668.bak",".bak","47472","3845FE5728E4F0D2B48C6886C7B866AA56CFF7AE44C0B71EDC5CC307719FAEA9","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.936f0bf7765741cdbb6e0fd792df4f16.bak","index.js.936f0bf7765741cdbb6e0fd792df4f16.bak",".bak","47221","CBE33F4C5601218B3CC5FB461442C5DD6F90F51DA3E8EE00A71F1E8891D67949","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.94f4439b17ab45c2b54f56b69acde7cd.bak","index.js.94f4439b17ab45c2b54f56b69acde7cd.bak",".bak","47238","76A51F1830B01156663E7D75D0844C7E1C4FBCD9D6FCA1FCDEBD41AE951AF722","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.95111a201d4e4f20aba08a9ead7159ad.bak","index.js.95111a201d4e4f20aba08a9ead7159ad.bak",".bak","46087","829E61ADBBA63BC2106F12417CD79CE2763128E7F0F98EB6D355027EED919C10","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.9631943bb9f84a18a6b932511b14a614.bak","index.js.9631943bb9f84a18a6b932511b14a614.bak",".bak","48017","05016D68E877847319554C5AF154535440F9EC5A3994F3B64598700D7F97B500","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.965445cca31f4ac0af6ba10768331261.bak","index.js.965445cca31f4ac0af6ba10768331261.bak",".bak","47174","06CD8C722BA0CB2B115E553EFB7A0ED71B369253DC13466004C92F37845ECB56","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.968bee5de3974b239d11a74c0d34e901.bak","index.js.968bee5de3974b239d11a74c0d34e901.bak",".bak","45873","4F65A33F5E2BF82FDD35AD96E07007364EAD2216399505DFE951B27B27F55754","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
"_JUNK_QUARANTINE\DEEP_FORENSIC_REPAIR\20260815_154721\BACKUP\index.js.96ba90b773d645d4abfc1258f0ea9e86.bak","index.js.96ba90b773d645d4abfc1258f0ea9e86.bak",".bak","45764","581A4D7C1B85F0C55ACC3216F2781C66F9DF9F1C26407B3EE39A3245A8DF3897","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established.","NEW_UNREGISTERED_SAFE_TO_CREATE_IDENTITY","No Authority path or hash match, but global CONFLICT and DUPLICATE counts for this run were both 0 — nothing in the library contradicts this file. Eligible for a fresh PhysicalItemID using the project's existing ID-minting sequence (do not invent a new ID scheme)."
