feature,source,original_path,proposed_merge_lab_path,result
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/services/commerce/procurementSubscriptionService.js,_MERGE_LAB/features/ai-chat-copilot/claude__85f30fd94b85__procurementsubscriptionservice.js,skip-already-copied
backend-procurementsubscription,backend-current,backend/src/services/commerce/procurementSubscriptionService.js,_MERGE_LAB/features/backend-procurementsubscription/backend-current__85f30fd94b85__procurementsubscriptionservice.js,skip-already-copied
backend-procurementsubscription,backend-current,backend/src/services/procurementSubscriptionService.js,_MERGE_LAB/features/backend-procurementsubscription/backend-current__d44085163ab4__procurementsubscriptionservice.js,skip-already-copied
ai-image-cartoon,backend-current,backend/src/services/legacy/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/backend-current__178a8a63d297__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/services/legacy/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/claude__c9b4f591ff07__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/claude__c9b4f591ff07__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/services/legacy/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/claude__c9b4f591ff07__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/claude__c9b4f591ff07__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/services/legacy/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/claude__c9b4f591ff07__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/claude__c9b4f591ff07__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/services/legacy/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/claude__c9b4f591ff07__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/claude__c9b4f591ff07__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/backup__c9b4f591ff07__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/services/legacy/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/old-new-folder__f0df31f1628f__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/services/legacy/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/old-new-folder__f0df31f1628f__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/services/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/claude__141b600beff3__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/services/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/claude__141b600beff3__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/services/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/claude__141b600beff3__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/services/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/claude__141b600beff3__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/services/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/claude__141b600beff3__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,backend-current,backend/src/services/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/backend-current__1b4463dd0333__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/services/commerce/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/claude__ff55cd5b3b34__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/services/commerce/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/claude__ff55cd5b3b34__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/services/commerce/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/claude__ff55cd5b3b34__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/services/commerce/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/claude__ff55cd5b3b34__productmediaaiservice.js,skip-already-copied
ai-image-cartoon,backend-current,backend/src/services/commerce/productMediaAIService.js,_MERGE_LAB/features/ai-image-cartoon/backend-current__ff55cd5b3b34__productmediaaiservice.js,skip-already-copied
ecommerce-marketplace,backend-current,backend/src/services/legacy/productReviewService.js,_MERGE_LAB/features/ecommerce-marketplace/backend-current__c46cd16551e3__productreviewservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/services/legacy/productReviewService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__45502943cc6f__productreviewservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/productReviewService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__45502943cc6f__productreviewservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/services/legacy/productReviewService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__45502943cc6f__productreviewservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/productReviewService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__45502943cc6f__productreviewservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/services/legacy/productReviewService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__45502943cc6f__productreviewservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/productReviewService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__45502943cc6f__productreviewservice.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/services/legacy/productReviewService.js,_MERGE_LAB/features/ai-chat-copilot/claude__45502943cc6f__productreviewservice.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/productReviewService.js,_MERGE_LAB/features/ai-chat-copilot/claude__45502943cc6f__productreviewservice.js,skip-already-copied
ecommerce-marketplace,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/productReviewService.js,_MERGE_LAB/features/ecommerce-marketplace/backup__45502943cc6f__productreviewservice.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/services/legacy/productReviewService.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__45502943cc6f__productreviewservice.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/services/legacy/productReviewService.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__45502943cc6f__productreviewservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/services/commerce/productReviewService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__8bc153785a09__productreviewservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/services/commerce/productReviewService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__8bc153785a09__productreviewservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/services/commerce/productReviewService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__8bc153785a09__productreviewservice.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/services/commerce/productReviewService.js,_MERGE_LAB/features/ai-chat-copilot/claude__8bc153785a09__productreviewservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/services/productReviewService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__190e1cacfce2__productreviewservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/services/productReviewService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__190e1cacfce2__productreviewservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/services/productReviewService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__190e1cacfce2__productreviewservice.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/services/productReviewService.js,_MERGE_LAB/features/ai-chat-copilot/claude__190e1cacfce2__productreviewservice.js,skip-already-copied
ecommerce-marketplace,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/services/productReviewService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__190e1cacfce2__productreviewservice.js,skip-already-copied
ecommerce-marketplace,backend-current,backend/src/services/commerce/productReviewService.js,_MERGE_LAB/features/ecommerce-marketplace/backend-current__c26d1b0ab50f__productreviewservice.js,skip-already-copied
ecommerce-marketplace,backend-current,backend/src/services/productReviewService.js,_MERGE_LAB/features/ecommerce-marketplace/backend-current__292f87098ff2__productreviewservice.js,skip-already-copied
ecommerce-marketplace,backend-current,backend/src/services/productService.js,_MERGE_LAB/features/ecommerce-marketplace/backend-current__520cd26766ce__productservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/services/legacy/productService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__51a39b3b34c5__productservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/services/legacy/productService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__51a39b3b34c5__productservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/services/legacy/productService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__51a39b3b34c5__productservice.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/services/legacy/productService.js,_MERGE_LAB/features/ai-chat-copilot/claude__51a39b3b34c5__productservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/productService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__56d7f35a6ea5__productservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/productService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__56d7f35a6ea5__productservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/productService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__56d7f35a6ea5__productservice.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/productService.js,_MERGE_LAB/features/ai-chat-copilot/claude__56d7f35a6ea5__productservice.js,skip-already-copied
ecommerce-marketplace,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/productService.js,_MERGE_LAB/features/ecommerce-marketplace/backup__56d7f35a6ea5__productservice.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/services/legacy/productService.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__56d7f35a6ea5__productservice.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/services/legacy/productService.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__56d7f35a6ea5__productservice.js,skip-already-copied
ecommerce-marketplace,backend-current,backend/src/services/legacy/productService.js,_MERGE_LAB/features/ecommerce-marketplace/backend-current__5d5ea7711274__productservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/services/productService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__a88b06b0b1a1__productservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/services/productService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__a88b06b0b1a1__productservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/services/productService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__a88b06b0b1a1__productservice.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/services/productService.js,_MERGE_LAB/features/ai-chat-copilot/claude__a88b06b0b1a1__productservice.js,skip-already-copied
ecommerce-marketplace,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/services/productService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__a88b06b0b1a1__productservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/services/commerce/productService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__c4368293cad8__productservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/services/commerce/productService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__c4368293cad8__productservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/services/commerce/productService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__c4368293cad8__productservice.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/services/commerce/productService.js,_MERGE_LAB/features/ai-chat-copilot/claude__c4368293cad8__productservice.js,skip-already-copied
ecommerce-marketplace,backend-current,backend/src/services/commerce/productService.js,_MERGE_LAB/features/ecommerce-marketplace/backend-current__c4368293cad8__productservice.js,skip-already-copied
backend-rfq,backend-current,backend/src/services/legacy/rfqService.js,_MERGE_LAB/features/backend-rfq/backend-current__94b5e1ab1ee8__rfqservice.js,skip-already-copied
support-rfq,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/services/legacy/rfqService.js,_MERGE_LAB/features/support-rfq/claude__52431093522d__rfqservice.js,skip-already-copied
support-rfq,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/rfqService.js,_MERGE_LAB/features/support-rfq/claude__52431093522d__rfqservice.js,skip-already-copied
support-rfq,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/services/legacy/rfqService.js,_MERGE_LAB/features/support-rfq/claude__52431093522d__rfqservice.js,skip-already-copied
support-rfq,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/rfqService.js,_MERGE_LAB/features/support-rfq/claude__52431093522d__rfqservice.js,skip-already-copied
support-rfq,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/services/legacy/rfqService.js,_MERGE_LAB/features/support-rfq/claude__52431093522d__rfqservice.js,skip-already-copied
support-rfq,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/rfqService.js,_MERGE_LAB/features/support-rfq/claude__52431093522d__rfqservice.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/services/legacy/rfqService.js,_MERGE_LAB/features/ai-chat-copilot/claude__52431093522d__rfqservice.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/rfqService.js,_MERGE_LAB/features/ai-chat-copilot/claude__52431093522d__rfqservice.js,skip-already-copied
support-rfq,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/rfqService.js,_MERGE_LAB/features/support-rfq/backup__52431093522d__rfqservice.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/services/legacy/rfqService.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__52431093522d__rfqservice.js,skip-already-copied
support-rfq,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/services/legacy/rfqService.js,_MERGE_LAB/features/support-rfq/old-new-folder__52431093522d__rfqservice.js,skip-already-copied
support-rfq,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/services/rfqService.js,_MERGE_LAB/features/support-rfq/claude__0165213c3b46__rfqservice.js,skip-already-copied
support-rfq,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/services/rfqService.js,_MERGE_LAB/features/support-rfq/claude__0165213c3b46__rfqservice.js,skip-already-copied
support-rfq,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/services/rfqService.js,_MERGE_LAB/features/support-rfq/claude__0165213c3b46__rfqservice.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/services/rfqService.js,_MERGE_LAB/features/ai-chat-copilot/claude__0165213c3b46__rfqservice.js,skip-already-copied
support-rfq,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/services/rfqService.js,_MERGE_LAB/features/support-rfq/claude__0165213c3b46__rfqservice.js,skip-already-copied
support-rfq,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/services/commerce/rfqService.js,_MERGE_LAB/features/support-rfq/claude__25980f1549e3__rfqservice.js,skip-already-copied
support-rfq,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/services/commerce/rfqService.js,_MERGE_LAB/features/support-rfq/claude__25980f1549e3__rfqservice.js,skip-already-copied
support-rfq,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/services/commerce/rfqService.js,_MERGE_LAB/features/support-rfq/claude__25980f1549e3__rfqservice.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/services/commerce/rfqService.js,_MERGE_LAB/features/ai-chat-copilot/claude__25980f1549e3__rfqservice.js,skip-already-copied
backend-rfq,backend-current,backend/src/services/commerce/rfqService.js,_MERGE_LAB/features/backend-rfq/backend-current__25980f1549e3__rfqservice.js,skip-already-copied
backend-rfq,backend-current,backend/src/services/rfqService.js,_MERGE_LAB/features/backend-rfq/backend-current__7abaa750033a__rfqservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/services/commerce/valueCommerceService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__32bbc0f4f43f__valuecommerceservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/services/commerce/valueCommerceService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__32bbc0f4f43f__valuecommerceservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/services/commerce/valueCommerceService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__32bbc0f4f43f__valuecommerceservice.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/services/commerce/valueCommerceService.js,_MERGE_LAB/features/ai-chat-copilot/claude__32bbc0f4f43f__valuecommerceservice.js,skip-already-copied
ecommerce-marketplace,backend-current,backend/src/services/commerce/valueCommerceService.js,_MERGE_LAB/features/ecommerce-marketplace/backend-current__32bbc0f4f43f__valuecommerceservice.js,skip-already-copied
ecommerce-marketplace,backend-current,backend/src/services/legacy/valueCommerceService.js,_MERGE_LAB/features/ecommerce-marketplace/backend-current__98b7d46ed101__valuecommerceservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/services/legacy/valueCommerceService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__d3ea434eb6d7__valuecommerceservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/valueCommerceService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__d3ea434eb6d7__valuecommerceservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/services/legacy/valueCommerceService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__d3ea434eb6d7__valuecommerceservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/valueCommerceService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__d3ea434eb6d7__valuecommerceservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/services/legacy/valueCommerceService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__d3ea434eb6d7__valuecommerceservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/valueCommerceService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__d3ea434eb6d7__valuecommerceservice.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/services/legacy/valueCommerceService.js,_MERGE_LAB/features/ai-chat-copilot/claude__d3ea434eb6d7__valuecommerceservice.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/valueCommerceService.js,_MERGE_LAB/features/ai-chat-copilot/claude__d3ea434eb6d7__valuecommerceservice.js,skip-already-copied
ecommerce-marketplace,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/valueCommerceService.js,_MERGE_LAB/features/ecommerce-marketplace/backup__d3ea434eb6d7__valuecommerceservice.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/backend/src/services/legacy/valueCommerceService.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__d3ea434eb6d7__valuecommerceservice.js,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/backend/src/services/legacy/valueCommerceService.js,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__d3ea434eb6d7__valuecommerceservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/services/valueCommerceService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__40e7f94ef3db__valuecommerceservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/services/valueCommerceService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__40e7f94ef3db__valuecommerceservice.js,skip-already-copied
ecommerce-marketplace,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/services/valueCommerceService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__40e7f94ef3db__valuecommerceservice.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/services/valueCommerceService.js,_MERGE_LAB/features/ai-chat-copilot/claude__40e7f94ef3db__valuecommerceservice.js,skip-already-copied
ecommerce-marketplace,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-af3ae463e9a2009a7/backend/src/services/valueCommerceService.js,_MERGE_LAB/features/ecommerce-marketplace/claude__40e7f94ef3db__valuecommerceservice.js,skip-already-copied
ecommerce-marketplace,backend-current,backend/src/services/valueCommerceService.js,_MERGE_LAB/features/ecommerce-marketplace/backend-current__f830abe04ded__valuecommerceservice.js,skip-already-copied
backend-company,backend-current,backend/src/services/legacy/companyService.js,_MERGE_LAB/features/backend-company/backend-current__d2be8fe24e3a__companyservice.js,skip-already-copied
support-company,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backend/src/services/legacy/companyService.js,_MERGE_LAB/features/support-company/claude__b03b1d3530e2__companyservice.js,skip-already-copied
support-company,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/companyService.js,_MERGE_LAB/features/support-company/claude__b03b1d3530e2__companyservice.js,skip-already-copied
support-company,claude,.claude/worktrees/gracious-cerf-f4774a/backend/src/services/legacy/companyService.js,_MERGE_LAB/features/support-company/claude__b03b1d3530e2__companyservice.js,skip-already-copied
support-company,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/companyService.js,_MERGE_LAB/features/support-company/claude__b03b1d3530e2__companyservice.js,skip-already-copied
support-company,claude,.claude/worktrees/infallible-keller-4bb4ef/backend/src/services/legacy/companyService.js,_MERGE_LAB/features/support-company/claude__b03b1d3530e2__companyservice.js,skip-already-copied
support-company,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/companyService.js,_MERGE_LAB/features/support-company/claude__b03b1d3530e2__companyservice.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backend/src/services/legacy/companyService.js,_MERGE_LAB/features/ai-chat-copilot/claude__b03b1d3530e2__companyservice.js,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/backend_src_backup/services/legacy/companyService.js,_MERGE_LAB/features/ai-chat-copilot/claude__b03b1d3530e2__companyservice.js,skip-already-copied
