"File","Imported","Category","Lines","Bytes","HasRouter","HasExport","Modified"
"phase11.js","True","ROUTE_CANDIDATE","21","304","True","True","10-09-2026 23:40:01"
"phase12.js","True","ROUTE_CANDIDATE","21","304","True","True","10-09-2026 23:40:01"
"phase8.js","True","ROUTE_CANDIDATE","21","302","True","True","10-09-2026 23:40:01"
"phase9.js","True","ROUTE_CANDIDATE","21","302","True","True","10-09-2026 23:40:01"
"pigRoutes.js","True","ROUTE_CANDIDATE","427","13928","True","True","13-09-2026 07:19:15"
"platformConfigurationRoutes.js","True","ROUTE_CANDIDATE","39","663","True","True","13-09-2026 07:19:15"
"platformCoreDomainRoutes.js","True","ROUTE_CANDIDATE","32","934","True","True","12-09-2026 12:58:13"
"platformCoreRoutes.js","True","ROUTE_CANDIDATE","171","6480","True","True","13-09-2026 07:19:15"
"platformFoundationRoutes.js","False","ROUTE_CANDIDATE","39","654","True","True","10-09-2026 23:48:44"
"platformTelemetryRoutes.js","True","ROUTE_CANDIDATE","39","651","True","True","10-09-2026 23:48:44"
"poultryDomainRoutes.js","True","ROUTE_CANDIDATE","47","1948","True","True","12-09-2026 12:09:48"
"poultryRoutes.js","True","ROUTE_CANDIDATE","354","11503","True","True","13-09-2026 07:19:15"
"predictiveAnalytics.js","True","ROUTE_CANDIDATE","21","329","True","True","10-09-2026 23:40:01"
"predictiveIntelligenceRoutes.js","True","ROUTE_CANDIDATE","39","666","True","True","10-09-2026 23:48:44"
"preSeasonPurchaseRoutes.js","True","ROUTE_CANDIDATE","94","3951","True","True","13-09-2026 07:19:16"
"preventiveMaintenanceRoutes.js","True","ROUTE_CANDIDATE","39","663","True","True","10-09-2026 23:48:44"
"priceForecasting.js","True","ROUTE_CANDIDATE","25","975","True","True","10-09-2026 23:37:07"
"privacyDomainRoutes.js","True","ROUTE_CANDIDATE","28","943","True","True","12-09-2026 13:04:54"
"productCertifications.js","True","ROUTE_CANDIDATE","21","333","True","True","10-09-2026 23:40:01"
"productImageAutoGenerationRoutes.js","True","TOOL_OR_GENERATED","39","680","True","True","10-09-2026 23:48:44"
"productMediaAIRoutes.js","True","ROUTE_CANDIDATE","23","968","True","True","12-09-2026 09:12:06"
"productReviewRoutes.js","True","ROUTE_CANDIDATE","103","3728","True","True","10-09-2026 23:37:07"
"productRoutes.js","True","ROUTE_CANDIDATE","39","620","True","True","10-09-2026 23:48:44"
"projectSystemsRoutes.js","True","ROUTE_CANDIDATE","180","7109","True","True","13-09-2026 07:19:16"
"publicDataRoutes.js","True","ROUTE_CANDIDATE","39","630","True","True","10-09-2026 23:48:44"
"publicDomainDataExtractionRoutes_merged.js","False","MERGED_OR_HISTORICAL","21","365","True","True","10-09-2026 23:40:01"
"qualityAssurance.js","True","ROUTE_CANDIDATE","21","323","True","True","10-09-2026 23:40:01"
"realtimeMonitoringDomainRoutes.js","True","ROUTE_CANDIDATE","33","1159","True","True","12-09-2026 12:43:13"
"realtimeMonitoringRoutes.js","True","ROUTE_CANDIDATE","39","654","True","True","10-09-2026 23:48:44"
"recoveredFinanceRoutes.js","True","ROUTE_CANDIDATE","163","7084","True","True","13-09-2026 01:24:05"
"regionalVarietyRoutes.js","True","ROUTE_CANDIDATE","90","3589","True","True","13-09-2026 07:19:13"
"reportingRoutes.js","False","ROUTE_CANDIDATE","24","492","True","True","11-09-2026 00:00:30"
"researchAndDevelopmentDomainRoutes.js","True","ROUTE_CANDIDATE","63","3341","True","True","15-09-2026 07:22:18"
"researchAndDevelopmentRoutes.js","True","ROUTE_CANDIDATE","39","667","True","True","13-09-2026 07:19:16"
"resourceRouteFactory.js","False","TOOL_OR_GENERATED","21","332","True","True","10-09-2026 23:40:01"
"returnLoadBoardDomainRoutes.js","True","ROUTE_CANDIDATE","29","1110","True","True","12-09-2026 12:42:56"
"returnLoadBoardRoutes.js","True","ROUTE_CANDIDATE","75","3149","True","True","13-09-2026 07:19:15"
"revenueRoutes.js","True","ROUTE_CANDIDATE","55","2441","True","True","13-09-2026 01:24:05"
"rfqDomainRoutes.js","True","ROUTE_CANDIDATE","32","959","True","True","12-09-2026 12:32:46"
"rfqRoutes.js","True","ROUTE_CANDIDATE","81","3968","True","True","13-09-2026 07:19:14"
"riskAssessment.js","True","ROUTE_CANDIDATE","21","319","True","True","10-09-2026 23:40:01"
"riskPricingRoutes.js","True","ROUTE_CANDIDATE","209","8565","True","True","13-09-2026 07:19:15"
"roboticsRoutes.js","True","ROUTE_CANDIDATE","50","3897","True","True","15-09-2026 07:20:03"
"roleManagementRoutes.js","True","ROUTE_CANDIDATE","113","3969","True","True","10-09-2026 23:37:07"
"roleRoutes.js","False","ROUTE_CANDIDATE","24","477","True","True","11-09-2026 00:00:30"
"sapModuleArchitectureDomainRoutes.js","True","ROUTE_CANDIDATE","52","3194","True","True","12-09-2026 11:50:19"
"sapModuleArchitectureRoutes.js","True","ROUTE_CANDIDATE","47","1088","True","True","13-09-2026 07:19:16"
"searchRoutes.js","False","ROUTE_CANDIDATE","24","483","True","True","11-09-2026 00:00:30"
"securityRoutes.js","False","ROUTE_CANDIDATE","24","489","True","True","11-09-2026 00:00:30"
"seedVaultRoutes.js","True","ROUTE_CANDIDATE","111","4462","True","True","13-09-2026 01:24:05"
"sellerRankingDomainRoutes.js","True","ROUTE_CANDIDATE","27","936","True","True","12-09-2026 13:02:41"
"sellerRankingRoutes.js","True","ROUTE_CANDIDATE","39","639","True","True","10-09-2026 23:48:44"
"sellerVerifications.js","True","ROUTE_CANDIDATE","21","329","True","True","10-09-2026 23:40:01"
"sericultureRoutes.js","True","ROUTE_CANDIDATE","74","2546","True","True","13-09-2026 01:53:21"
"serverManagementRoutes.js","False","ROUTE_CANDIDATE","579","13299","True","True","13-09-2026 07:19:16"
"settingsRoutes.js","False","ROUTE_CANDIDATE","24","489","True","True","11-09-2026 00:00:30"
"sharedCapacityRoutes.js","True","ROUTE_CANDIDATE","10","1446","True","True","15-09-2026 07:49:24"
"sheepDomainRoutes.js","True","ROUTE_CANDIDATE","50","2201","True","True","12-09-2026 12:04:40"
"sheepRoutes.js","True","ROUTE_CANDIDATE","407","13238","True","True","13-09-2026 07:19:15"
"soilDomainRoutes.js","True","ROUTE_CANDIDATE","72","2759","True","True","12-09-2026 11:28:22"
"soilHealth.js","True","ROUTE_CANDIDATE","21","311","True","True","10-09-2026 23:40:01"
"soilManagementRoutes.js","True","ROUTE_CANDIDATE","39","642","True","True","10-09-2026 23:48:44"
"soilNutrientLandRoutes.js","False","ROUTE_CANDIDATE","200","5522","True","True","10-09-2026 23:37:07"
"startupEnvironmentRoutes.js","False","ROUTE_CANDIDATE","478","11424","True","True","13-09-2026 07:19:16"
"stripeWebhookRoutes.js","True","ROUTE_CANDIDATE","287","7984","True","True","10-09-2026 23:37:07"
"subscriptions.js","True","ROUTE_CANDIDATE","40","1850","True","True","10-09-2026 23:37:07"
"supplyChainAnalytics.js","True","ROUTE_CANDIDATE","21","332","True","True","10-09-2026 23:40:01"
"supplyChainDecisionRoutes.js","True","ROUTE_CANDIDATE","39","658","True","True","10-09-2026 23:48:44"
"supplyChainTracking.js","True","ROUTE_CANDIDATE","21","330","True","True","10-09-2026 23:40:01"
"systemAdministrationDomainRoutes.js","True","ROUTE_CANDIDATE","31","977","True","True","12-09-2026 12:49:16"
"systemAdministrationRoutes.js","True","ROUTE_CANDIDATE","39","660","True","True","13-09-2026 07:19:16"
"systemConfigRoutes.js","False","ROUTE_CANDIDATE","24","501","True","True","11-09-2026 00:00:30"
"tenantManagementDomainRoutes.js","True","ROUTE_CANDIDATE","32","949","True","True","12-09-2026 12:58:19"
"tenantManagementRoutes.js","True","ROUTE_CANDIDATE","39","648","True","True","13-09-2026 07:19:16"
"trackDartRoutes.js","True","ROUTE_CANDIDATE","81","3815","True","True","13-09-2026 07:19:15"
"transactionDomainRoutes.js","True","ROUTE_CANDIDATE","28","933","True","True","12-09-2026 13:04:48"
"transactionRoutes.js","True","ROUTE_CANDIDATE","22","748","True","True","10-09-2026 23:37:07"
"unifiedAIGateway.js","True","ROUTE_CANDIDATE","21","325","True","True","10-09-2026 23:40:01"
"unifiedAIRoutes.js","True","ROUTE_CANDIDATE","133","4617","True","True","13-09-2026 01:34:28"
"unifiedLedgerRoutes_merged.js","False","MERGED_OR_HISTORICAL","21","337","True","True","10-09-2026 23:40:01"
"userRoutes.js","True","ROUTE_CANDIDATE","39","611","True","True","10-09-2026 23:48:44"
"vendorProcurementRoutes.js","False","ROUTE_CANDIDATE","280","7753","True","True","10-09-2026 23:37:07"
"vendorRoutes.js","True","ROUTE_CANDIDATE","39","617","True","True","13-09-2026 07:19:14"
"vermicompostRoutes.js","True","ROUTE_CANDIDATE","74","2578","True","True","13-09-2026 01:53:21"
"versionRoutes.js","False","ROUTE_CANDIDATE","24","486","True","True","11-09-2026 00:00:30"
"videoAnalytics.js","True","ROUTE_CANDIDATE","21","319","True","True","10-09-2026 23:40:01"
"visionRoutes.js","True","ROUTE_CANDIDATE","156","5943","True","True","13-09-2026 07:19:13"
"voiceAIDomainRoutes.js","True","ROUTE_CANDIDATE","31","1390","True","True","15-09-2026 12:40:34"
"vr.js","True","ROUTE_CANDIDATE","21","294","True","True","10-09-2026 23:40:01"
"walletDomainRoutes.js","True","ROUTE_CANDIDATE","53","2023","True","True","12-09-2026 12:20:47"
"walletRoutes.js","True","ROUTE_CANDIDATE","22","707","True","True","10-09-2026 23:37:07"
"warehouseManagement.js","True","ROUTE_CANDIDATE","21","329","True","True","10-09-2026 23:40:01"
"waterIrrigationRoutes.js","False","ROUTE_CANDIDATE","244","6697","True","True","10-09-2026 23:37:07"
"waterManagementRoutes.js","True","ROUTE_CANDIDATE","39","645","True","True","10-09-2026 23:48:44"
"wearableIntegrationRoutes.js","True","ROUTE_CANDIDATE","28","1173","True","True","10-09-2026 23:37:07"
"weatherAdvisory.js","True","ROUTE_CANDIDATE","30","1266","True","True","10-09-2026 23:37:07"
"weatherDomainRoutes.js","True","ROUTE_CANDIDATE","46","1816","True","True","12-09-2026 12:51:46"
"weatherRoutes.js","True","ROUTE_CANDIDATE","89","6861","True","True","13-09-2026 07:19:13"
"webhookRoutes.js","False","ROUTE_CANDIDATE","24","486","True","True","11-09-2026 00:00:30"
"wikipediaRoutes.js","True","ROUTE_CANDIDATE","66","2819","True","True","13-09-2026 01:24:05"
"yieldManagement.js","True","ROUTE_CANDIDATE","21","321","True","True","10-09-2026 23:40:01"
"agriculture/farmerHealthRoutes.js","True","ROUTE_CANDIDATE","171","6929","True","True","13-09-2026 08:10:05"
"ai/enterpriseAIRoutes.js","True","ROUTE_CANDIDATE","143","4433","True","True","13-09-2026 08:10:05"
"claude/aiCoordinationRoutes.js","True","ROUTE_CANDIDATE","39","645","True","True","13-09-2026 08:10:05"
"claude/aiCopilotRoutes.js","True","ROUTE_CANDIDATE","88","2279","True","True","10-09-2026 23:37:07"
"claude/aiDecisionRoutes.js","True","ROUTE_CANDIDATE","378","9511","True","True","10-09-2026 23:37:07"
"claude/aiProviderRoutes.js","True","ROUTE_CANDIDATE","39","633","True","True","13-09-2026 08:10:05"
"claude/aiStrategyRoutes.js","True","ROUTE_CANDIDATE","88","2247","True","True","10-09-2026 23:37:07"
"claude/backendModuleBridge.js","False","ROUTE_CANDIDATE","21","330","True","True","10-09-2026 23:40:01"
"claude/financialAIRoutes.js","True","ROUTE_CANDIDATE","48","1645","True","True","10-09-2026 23:37:07"
"claude/insuranceAIRoutes.js","True","ROUTE_CANDIDATE","39","637","True","True","13-09-2026 08:10:05"
"claude/logisticsAIRoutes.js","True","ROUTE_CANDIDATE","39","637","True","True","13-09-2026 08:10:05"
"claude/orderAIRoutes.js","True","ROUTE_CANDIDATE","39","625","True","True","13-09-2026 08:10:05"
"claude/productAIRoutes.js","True","ROUTE_CANDIDATE","39","631","True","True","13-09-2026 08:10:05"
"commerce/equipmentExchangeRoutes.js","True","ROUTE_CANDIDATE","74","2706","True","True","13-09-2026 07:19:14"
"dual-use/mfaRoutes.js","True","ROUTE_CANDIDATE","188","4720","True","True","10-09-2026 23:37:07"
"finance/gstRoutes.js","True","ROUTE_CANDIDATE","420","13577","True","True","15-09-2026 00:56:54"
"finance/unifiedLedgerRoutes.js","False","ROUTE_CANDIDATE","40","1461","True","True","10-09-2026 23:37:07"
"generated/all_routes.js","False","TOOL_OR_GENERATED","1077","26050","True","True","10-09-2026 23:37:07"
"livestock/dairyRoutes_merged.js","False","MERGED_OR_HISTORICAL","40","1453","True","True","10-09-2026 23:37:07"
"logistics/geofencingRoutes_merged.js","False","MERGED_OR_HISTORICAL","21","330","True","True","10-09-2026 23:40:01"
"platform/completeERPIntegrationRoutes_merged.js","False","MERGED_OR_HISTORICAL","40","1470","True","True","10-09-2026 23:37:07"
"platform/comprehensiveERPRoutes_merged.js","False","MERGED_OR_HISTORICAL","40","1464","True","True","10-09-2026 23:37:07"
"platform/informationSharingRoutes_merged.js","False","MERGED_OR_HISTORICAL","40","1466","True","True","10-09-2026 23:37:07"
"platform/knowledgeRoutes_merged.js","False","MERGED_OR_HISTORICAL","40","1457","True","True","10-09-2026 23:37:07"
"platform/organizationManagementRoutes_merged.js","False","MERGED_OR_HISTORICAL","40","1470","True","True","10-09-2026 23:37:07"
"platform/publicDomainDataExtractionRoutes.js","False","ROUTE_CANDIDATE","40","1474","True","True","10-09-2026 23:37:07"
"__tests__/climateRoutes.test.js","False","TEST","13","231","True","True","10-09-2026 23:43:52"
"__tests__/enterpriseCommerceSafety.test.js","False","TEST","13","261","True","True","10-09-2026 23:43:52"
"__tests__/livestockFisheriesRoutes.test.js","False","TEST","13","254","True","True","10-09-2026 23:43:52"
"__tests__/operationsMachineryRoutes.test.js","False","TEST","13","256","True","True","10-09-2026 23:43:52"
"__tests__/platformFoundationRoutes.test.js","False","TEST","13","254","True","True","10-09-2026 23:43:52"
"__tests__/roboticsRoutes.test.js","False","TEST","45","2410","False","False","15-09-2026 07:20:10"
"__tests__/waterSoilManagementRoutes.test.js","False","TEST","13","257","True","True","10-09-2026 23:43:52"
